baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.42,0.4,0.4,0.41,0.43
0.44,0.44,0.44,0.44,0.43
0.46,0.47,0.47,0.47,0.45
0.46,0.47,0.47,0.46,0.45
0.46,0.47,0.47,0.46,0.45
0.46,0.47,0.47,0.45,0.47
0.48,0.51,0.51,0.48,0.45
0.5,0.55,0.53,0.5,0.47
0.52,0.58,0.56,0.52,0.49
0.52,0.58,0.56,0.53,0.49
0.54,0.62,0.6,0.54,0.51
0.56,0.65,0.64,0.57,0.51
0.54,0.62,0.6,0.53,0.51
0.54,0.62,0.6,0.55,0.51
0.52,0.58,0.56,0.53,0.49
0.52,0.58,0.55,0.52,0.47
0.5,0.55,0.51,0.5,0.45
0.48,0.51,0.47,0.46,0.43
0.48,0.51,0.47,0.46,0.41
0.5,0.55,0.5,0.5,0.41
0.48,0.51,0.47,0.49,0.41
0.48,0.51,0.47,0.48,0.39
0.48,0.51,0.47,0.48,0.39
0.46,0.47,0.44,0.46,0.41
0.48,0.51,0.47,0.48,0.41
0.46,0.47,0.44,0.46,0.41
0.46,0.47,0.44,0.45,0.39
0.48,0.51,0.47,0.48,0.41
0.5,0.55,0.51,0.51,0.41
0.48,0.51,0.47,0.49,0.43
0.48,0.51,0.47,0.49,0.41
0.48,0.51,0.47,0.5,0.41
0.48,0.51,0.47,0.5,0.41
0.5,0.55,0.51,0.53,0.43
0.48,0.51,0.48,0.51,0.43
0.46,0.47,0.45,0.48,0.41
0.44,0.44,0.42,0.43,0.39
0.44,0.44,0.42,0.43,0.39
0.42,0.4,0.38,0.4,0.37
0.42,0.4,0.38,0.4,0.37
0.42,0.4,0.38,0.4,0.39
0.44,0.44,0.43,0.43,0.37
0.42,0.4,0.4,0.38,0.37
0.4,0.36,0.35,0.34,0.35
0.38,0.33,0.34,0.31,0.33
0.4,0.36,0.35,0.33,0.33
0.4,0.36,0.38,0.33,0.33
0.38,0.33,0.33,0.3,0.33
0.4,0.36,0.36,0.33,0.31
0.42,0.4,0.39,0.36,0.31
0.42,0.4,0.39,0.36,0.31
0.4,0.36,0.38,0.35,0.33
0.4,0.36,0.38,0.35,0.33
0.4,0.36,0.38,0.35,0.31
0.4,0.36,0.38,0.35,0.31
0.4,0.36,0.38,0.35,0.31
0.38,0.33,0.33,0.3,0.29
0.36,0.29,0.31,0.28,0.29
0.34,0.25,0.29,0.24,0.27
0.34,0.25,0.29,0.23,0.25
0.32,0.22,0.25,0.21,0.25
0.32,0.22,0.24,0.2,0.25
0.32,0.22,0.24,0.2,0.25
0.32,0.22,0.25,0.23,0.27
0.32,0.22,0.24,0.22,0.25
0.3,0.18,0.23,0.21,0.27
0.3,0.18,0.24,0.22,0.27
0.3,0.18,0.23,0.22,0.27
0.3,0.18,0.23,0.23,0.27
0.28,0.15,0.2,0.18,0.29
0.28,0.15,0.2,0.18,0.29
0.3,0.18,0.22,0.2,0.29
0.32,0.22,0.25,0.24,0.31
0.32,0.22,0.24,0.23,0.31
0.32,0.22,0.22,0.21,0.31
0.32,0.22,0.22,0.21,0.29
0.32,0.22,0.23,0.21,0.29
0.3,0.18,0.18,0.18,0.29
0.3,0.18,0.17,0.17,0.27
0.3,0.18,0.17,0.17,0.27
0.3,0.18,0.17,0.17,0.27
0.3,0.18,0.17,0.16,0.27
0.32,0.22,0.19,0.18,0.29
0.32,0.22,0.18,0.14,0.29
0.34,0.25,0.22,0.19,0.29
0.34,0.25,0.22,0.18,0.31
0.36,0.29,0.24,0.2,0.31
0.34,0.25,0.22,0.19,0.31
0.34,0.25,0.22,0.19,0.29
0.36,0.29,0.25,0.24,0.31
0.34,0.25,0.23,0.23,0.29
0.34,0.25,0.24,0.22,0.29
0.34,0.25,0.24,0.22,0.29
0.34,0.25,0.24,0.22,0.29
0.36,0.29,0.26,0.27,0.31
0.34,0.25,0.25,0.25,0.31
0.34,0.25,0.25,0.25,0.29
0.34,0.25,0.25,0.25,0.29
0.34,0.25,0.27,0.28,0.31
0.32,0.22,0.25,0.25,0.31
0.32,0.22,0.25,0.25,0.31
0.32,0.22,0.24,0.24,0.31
0.3,0.18,0.2,0.21,0.29
0.32,0.22,0.24,0.25,0.29
0.32,0.22,0.24,0.24,0.29
0.32,0.22,0.25,0.25,0.29
0.34,0.25,0.29,0.28,0.29
0.36,0.29,0.34,0.33,0.31
0.36,0.29,0.33,0.32,0.31
0.38,0.33,0.38,0.36,0.33
0.38,0.33,0.38,0.36,0.35
0.36,0.29,0.36,0.34,0.37
0.38,0.33,0.39,0.37,0.37
0.36,0.29,0.34,0.33,0.37
0.36,0.29,0.34,0.33,0.35
0.36,0.29,0.33,0.33,0.35
0.38,0.33,0.36,0.36,0.33
0.38,0.33,0.36,0.35,0.33
0.38,0.33,0.36,0.36,0.33
0.4,0.36,0.37,0.37,0.35
0.42,0.4,0.41,0.4,0.35
0.4,0.36,0.4,0.38,0.35
0.38,0.33,0.36,0.35,0.35
0.4,0.36,0.39,0.38,0.33
0.38,0.33,0.37,0.37,0.33
0.38,0.33,0.36,0.36,0.31
0.38,0.33,0.36,0.35,0.31
0.38,0.33,0.36,0.35,0.31
0.38,0.33,0.37,0.36,0.33
0.4,0.36,0.4,0.39,0.35
0.4,0.36,0.4,0.38,0.35
0.4,0.36,0.38,0.38,0.33
0.38,0.33,0.35,0.36,0.35
0.36,0.29,0.33,0.34,0.33
0.34,0.25,0.27,0.3,0.33
0.36,0.29,0.31,0.33,0.33
0.34,0.25,0.29,0.31,0.31
0.34,0.25,0.29,0.31,0.31
0.36,0.29,0.31,0.32,0.31
0.34,0.25,0.28,0.3,0.31
0.34,0.25,0.28,0.29,0.31
0.32,0.22,0.24,0.25,0.31
0.32,0.22,0.24,0.25,0.29
0.32,0.22,0.24,0.25,0.29
0.3,0.18,0.21,0.22,0.29
0.3,0.18,0.21,0.22,0.27
0.32,0.22,0.24,0.24,0.29
0.32,0.22,0.24,0.24,0.29
0.32,0.22,0.22,0.22,0.31
0.34,0.25,0.25,0.25,0.29
0.36,0.29,0.29,0.29,0.31
0.36,0.29,0.29,0.3,0.31
0.36,0.29,0.29,0.3,0.31
0.34,0.25,0.25,0.26,0.31
0.34,0.25,0.25,0.26,0.29
