baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.42,0.39,0.41,0.43,0.45
0.42,0.39,0.41,0.44,0.43
0.42,0.39,0.41,0.44,0.43
0.42,0.39,0.41,0.44,0.43
0.44,0.43,0.45,0.47,0.43
0.44,0.43,0.45,0.46,0.43
0.44,0.43,0.45,0.46,0.41
0.46,0.46,0.48,0.48,0.41
0.48,0.5,0.52,0.51,0.41
0.48,0.5,0.52,0.5,0.41
0.48,0.5,0.52,0.5,0.41
0.5,0.54,0.55,0.53,0.41
0.5,0.54,0.55,0.53,0.41
0.48,0.5,0.52,0.5,0.41
0.48,0.5,0.52,0.5,0.41
0.46,0.46,0.47,0.47,0.39
0.44,0.43,0.45,0.45,0.37
0.44,0.43,0.45,0.44,0.35
0.44,0.43,0.45,0.44,0.35
0.44,0.43,0.45,0.44,0.37
0.42,0.39,0.41,0.41,0.37
0.42,0.39,0.41,0.41,0.35
0.44,0.43,0.44,0.43,0.37
0.44,0.43,0.44,0.42,0.37
0.46,0.46,0.48,0.46,0.37
0.46,0.46,0.48,0.46,0.39
0.46,0.46,0.48,0.46,0.39
0.46,0.46,0.48,0.46,0.39
0.48,0.5,0.52,0.49,0.41
0.46,0.46,0.48,0.46,0.41
0.46,0.46,0.48,0.46,0.39
0.46,0.46,0.48,0.46,0.39
0.48,0.5,0.52,0.49,0.41
0.5,0.54,0.55,0.52,0.43
0.48,0.5,0.52,0.5,0.43
0.46,0.46,0.46,0.47,0.41
0.44,0.43,0.43,0.44,0.39
0.42,0.39,0.39,0.41,0.37
0.42,0.39,0.38,0.4,0.35
0.42,0.39,0.39,0.4,0.33
0.4,0.36,0.35,0.37,0.33
0.4,0.36,0.36,0.38,0.33
0.38,0.32,0.34,0.34,0.33
0.36,0.29,0.29,0.3,0.31
0.34,0.25,0.28,0.28,0.29
0.34,0.25,0.29,0.28,0.27
0.34,0.25,0.3,0.28,0.27
0.34,0.25,0.26,0.25,0.29
0.34,0.25,0.26,0.25,0.27
0.34,0.25,0.27,0.25,0.27
0.36,0.29,0.31,0.29,0.29
0.36,0.29,0.3,0.29,0.27
0.36,0.29,0.31,0.29,0.27
0.38,0.32,0.33,0.32,0.27
0.36,0.29,0.3,0.28,0.27
0.34,0.25,0.3,0.26,0.27
0.34,0.25,0.3,0.26,0.27
0.34,0.25,0.27,0.25,0.29
0.34,0.25,0.28,0.25,0.29
0.34,0.25,0.28,0.25,0.29
