baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.48,0.53,0.54,0.57,0.49
0.48,0.53,0.54,0.58,0.49
0.49,0.55,0.56,0.59,0.49
0.5,0.57,0.57,0.6,0.49
0.5,0.57,0.57,0.6,0.5
0.51,0.58,0.59,0.61,0.5
0.52,0.6,0.61,0.62,0.5
0.53,0.62,0.62,0.63,0.51
0.53,0.62,0.62,0.64,0.52
0.53,0.62,0.62,0.63,0.52
0.54,0.63,0.64,0.64,0.52
0.53,0.62,0.62,0.62,0.53
0.53,0.62,0.62,0.62,0.53
0.53,0.62,0.62,0.63,0.52
0.52,0.6,0.61,0.61,0.53
0.52,0.6,0.61,0.61,0.52
0.51,0.58,0.59,0.6,0.53
0.52,0.6,0.61,0.61,0.53
0.51,0.58,0.59,0.6,0.53
0.5,0.57,0.57,0.59,0.53
0.49,0.55,0.56,0.57,0.52
0.5,0.57,0.57,0.58,0.52
0.51,0.58,0.59,0.59,0.53
0.51,0.58,0.59,0.59,0.53
0.51,0.58,0.59,0.58,0.53
0.5,0.57,0.57,0.57,0.53
0.5,0.57,0.57,0.56,0.53
0.5,0.57,0.57,0.56,0.53
0.5,0.57,0.57,0.56,0.53
0.5,0.57,0.57,0.56,0.52
0.5,0.57,0.57,0.57,0.53
0.51,0.58,0.58,0.58,0.53
0.52,0.6,0.6,0.59,0.54
0.51,0.58,0.58,0.57,0.55
0.51,0.58,0.58,0.58,0.55
0.52,0.6,0.6,0.59,0.56
0.52,0.6,0.6,0.6,0.57
0.52,0.6,0.59,0.59,0.58
0.52,0.6,0.59,0.59,0.58
0.52,0.6,0.59,0.59,0.58
0.52,0.6,0.59,0.59,0.57
0.53,0.62,0.59,0.6,0.58
0.54,0.63,0.61,0.61,0.59
0.54,0.63,0.61,0.61,0.59
0.53,0.62,0.59,0.59,0.59
0.54,0.63,0.6,0.6,0.59
0.53,0.62,0.59,0.59,0.59
0.53,0.62,0.59,0.59,0.59
0.53,0.62,0.59,0.59,0.58
0.53,0.62,0.59,0.59,0.58
0.53,0.62,0.6,0.59,0.59
0.52,0.6,0.59,0.59,0.58
0.52,0.6,0.59,0.59,0.57
0.53,0.62,0.61,0.61,0.58
0.53,0.62,0.61,0.61,0.58
0.52,0.6,0.59,0.59,0.58
0.53,0.62,0.61,0.61,0.58
0.54,0.63,0.62,0.62,0.59
0.55,0.65,0.64,0.63,0.6
0.55,0.65,0.64,0.64,0.61
0.56,0.67,0.66,0.65,0.62
0.55,0.65,0.64,0.64,0.62
0.55,0.65,0.64,0.64,0.62
0.54,0.63,0.63,0.62,0.62
0.54,0.63,0.62,0.62,0.62
0.53,0.62,0.61,0.61,0.62
0.54,0.63,0.63,0.62,0.62
0.55,0.65,0.64,0.64,0.62
0.54,0.63,0.63,0.62,0.63
0.53,0.62,0.62,0.61,0.62
0.53,0.62,0.63,0.61,0.62
0.53,0.62,0.63,0.61,0.62
0.54,0.63,0.65,0.63,0.62
0.53,0.62,0.63,0.61,0.62
0.53,0.62,0.63,0.61,0.62
0.54,0.63,0.64,0.63,0.63
0.54,0.63,0.64,0.62,0.64
0.54,0.63,0.64,0.63,0.63
0.54,0.63,0.64,0.63,0.64
0.54,0.63,0.64,0.63,0.65
0.54,0.63,0.65,0.63,0.65
0.54,0.63,0.65,0.64,0.65
0.55,0.65,0.67,0.65,0.65
0.55,0.65,0.67,0.65,0.66
0.54,0.63,0.64,0.63,0.65
0.54,0.63,0.65,0.64,0.65
0.54,0.63,0.66,0.64,0.64
0.54,0.63,0.66,0.64,0.65
0.55,0.65,0.67,0.66,0.65
0.55,0.65,0.67,0.66,0.65
0.56,0.67,0.68,0.67,0.66
0.55,0.65,0.67,0.66,0.66
0.55,0.65,0.67,0.66,0.66
0.56,0.67,0.69,0.67,0.66
0.57,0.68,0.7,0.69,0.67
0.58,0.7,0.73,0.71,0.68
0.58,0.7,0.73,0.71,0.69
0.57,0.68,0.71,0.69,0.69
0.56,0.67,0.7,0.68,0.68
0.57,0.68,0.72,0.7,0.68
0.58,0.7,0.73,0.72,0.69
0.58,0.7,0.73,0.72,0.7
0.58,0.7,0.73,0.72,0.7
0.58,0.7,0.74,0.73,0.7
0.58,0.7,0.75,0.73,0.71
0.58,0.7,0.75,0.73,0.71
0.58,0.7,0.75,0.73,0.71
0.57,0.68,0.74,0.72,0.7
0.56,0.67,0.73,0.7,0.69
0.56,0.67,0.74,0.71,0.69
0.55,0.65,0.73,0.7,0.69
0.56,0.67,0.73,0.71,0.69
0.56,0.67,0.73,0.71,0.69
0.56,0.67,0.75,0.71,0.68
0.56,0.67,0.74,0.71,0.68
0.57,0.68,0.74,0.72,0.68
0.58,0.7,0.76,0.73,0.69
0.58,0.7,0.74,0.72,0.69
0.59,0.72,0.76,0.74,0.69
0.6,0.73,0.78,0.75,0.7
0.6,0.73,0.76,0.75,0.69
0.59,0.72,0.75,0.73,0.69
0.59,0.72,0.75,0.73,0.68
