baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.48,0.48,0.48,0.47,0.47
0.5,0.5,0.5,0.49,0.49
0.5,0.5,0.5,0.49,0.51
0.5,0.5,0.5,0.49,0.49
0.5,0.5,0.5,0.49,0.51
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.52,0.51
0.54,0.54,0.54,0.54,0.53
0.54,0.54,0.54,0.54,0.53
0.54,0.54,0.54,0.54,0.53
0.54,0.54,0.54,0.54,0.53
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.52,0.53
0.52,0.52,0.52,0.52,0.51
0.52,0.52,0.51,0.52,0.53
0.54,0.54,0.54,0.54,0.53
0.56,0.56,0.56,0.56,0.55
0.56,0.56,0.56,0.55,0.57
0.56,0.56,0.56,0.56,0.57
0.54,0.54,0.54,0.54,0.55
0.56,0.56,0.56,0.56,0.55
0.56,0.56,0.56,0.56,0.57
0.58,0.59,0.58,0.58,0.57
0.58,0.59,0.58,0.58,0.59
0.6,0.61,0.6,0.6,0.59
0.6,0.61,0.6,0.6,0.61
0.62,0.63,0.63,0.62,0.61
0.62,0.63,0.63,0.62,0.61
0.64,0.65,0.65,0.64,0.63
0.64,0.65,0.65,0.64,0.65
0.62,0.63,0.63,0.62,0.63
0.64,0.65,0.65,0.64,0.63
0.64,0.65,0.64,0.63,0.63
0.64,0.65,0.64,0.63,0.65
0.66,0.67,0.66,0.66,0.65
0.66,0.67,0.66,0.66,0.67
0.66,0.67,0.66,0.66,0.67
0.66,0.67,0.66,0.66,0.67
0.68,0.69,0.69,0.68,0.67
0.68,0.69,0.69,0.68,0.69
0.68,0.69,0.69,0.67,0.67
0.7,0.71,0.7,0.7,0.69
0.72,0.73,0.72,0.72,0.71
0.74,0.76,0.74,0.74,0.73
0.76,0.78,0.77,0.76,0.75
0.76,0.78,0.77,0.76,0.76
0.76,0.78,0.77,0.76,0.76
0.74,0.76,0.74,0.74,0.75
0.74,0.76,0.74,0.74,0.75
0.74,0.76,0.74,0.74,0.75
