baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.48,0.53,0.56,0.54,0.49
0.46,0.5,0.52,0.52,0.47
0.46,0.5,0.52,0.52,0.45
0.46,0.5,0.51,0.52,0.45
0.46,0.5,0.51,0.53,0.47
0.44,0.47,0.48,0.5,0.47
0.46,0.5,0.51,0.53,0.47
0.48,0.53,0.54,0.55,0.49
0.48,0.53,0.54,0.56,0.49
0.48,0.53,0.54,0.56,0.49
0.48,0.53,0.54,0.56,0.49
0.46,0.5,0.51,0.53,0.49
0.46,0.5,0.51,0.53,0.47
0.44,0.47,0.48,0.51,0.47
0.44,0.47,0.48,0.51,0.47
0.42,0.43,0.44,0.48,0.45
0.44,0.47,0.48,0.51,0.45
0.44,0.47,0.48,0.51,0.45
0.42,0.43,0.44,0.48,0.45
0.4,0.4,0.41,0.46,0.43
0.38,0.37,0.38,0.43,0.41
0.36,0.33,0.34,0.41,0.39
0.38,0.37,0.38,0.42,0.37
0.36,0.33,0.34,0.4,0.37
0.36,0.33,0.37,0.4,0.35
0.36,0.33,0.37,0.4,0.35
0.34,0.3,0.34,0.37,0.35
0.36,0.33,0.37,0.39,0.33
0.36,0.33,0.37,0.39,0.33
0.36,0.33,0.36,0.38,0.35
0.36,0.33,0.37,0.39,0.35
0.36,0.33,0.37,0.39,0.33
0.38,0.37,0.39,0.4,0.33
0.38,0.37,0.39,0.4,0.35
0.36,0.33,0.35,0.37,0.35
0.34,0.3,0.33,0.35,0.33
0.34,0.3,0.33,0.36,0.31
0.34,0.3,0.33,0.35,0.31
0.34,0.3,0.33,0.35,0.29
0.36,0.33,0.36,0.38,0.31
0.38,0.37,0.39,0.41,0.33
0.36,0.33,0.36,0.4,0.33
0.36,0.33,0.34,0.37,0.31
0.38,0.37,0.38,0.4,0.31
0.38,0.37,0.38,0.4,0.31
0.38,0.37,0.38,0.39,0.31
0.36,0.33,0.34,0.36,0.31
0.34,0.3,0.31,0.32,0.29
0.34,0.3,0.31,0.32,0.29
0.34,0.3,0.31,0.32,0.27
0.34,0.3,0.31,0.31,0.29
0.36,0.33,0.34,0.34,0.29
0.38,0.37,0.37,0.37,0.29
0.38,0.37,0.38,0.37,0.29
0.38,0.37,0.38,0.37,0.29
0.4,0.4,0.41,0.4,0.29
0.4,0.4,0.41,0.4,0.31
0.38,0.37,0.38,0.38,0.29
0.4,0.4,0.41,0.41,0.29
0.4,0.4,0.43,0.41,0.29
0.42,0.43,0.46,0.43,0.29
0.42,0.43,0.43,0.43,0.29
0.44,0.47,0.46,0.46,0.29
0.46,0.5,0.5,0.48,0.31
0.44,0.47,0.46,0.45,0.31
0.44,0.47,0.46,0.45,0.29
0.44,0.47,0.46,0.45,0.31
0.44,0.47,0.46,0.46,0.29
0.44,0.47,0.46,0.46,0.29
0.46,0.5,0.48,0.48,0.31
0.48,0.53,0.48,0.49,0.31
0.48,0.53,0.49,0.5,0.31
0.46,0.5,0.48,0.48,0.31
0.46,0.5,0.48,0.48,0.31
0.48,0.53,0.49,0.5,0.33
0.5,0.57,0.53,0.54,0.35
0.5,0.57,0.52,0.53,0.35
0.5,0.57,0.53,0.54,0.37
0.5,0.57,0.54,0.55,0.37
0.5,0.57,0.53,0.54,0.37
0.5,0.57,0.53,0.54,0.37
0.52,0.6,0.57,0.57,0.37
0.5,0.57,0.55,0.55,0.37
0.48,0.53,0.51,0.52,0.37
0.48,0.53,0.53,0.53,0.35
0.48,0.53,0.53,0.53,0.35
0.5,0.57,0.56,0.56,0.37
0.5,0.57,0.57,0.57,0.39
0.5,0.57,0.58,0.58,0.39
0.48,0.53,0.55,0.55,0.39
0.48,0.53,0.53,0.53,0.37
0.48,0.53,0.53,0.53,0.35
0.46,0.5,0.51,0.51,0.35
0.44,0.47,0.49,0.48,0.37
0.44,0.47,0.48,0.48,0.35
0.46,0.5,0.51,0.5,0.35
0.48,0.53,0.54,0.54,0.37
0.48,0.53,0.54,0.54,0.37
0.48,0.53,0.52,0.52,0.39
0.5,0.57,0.55,0.54,0.39
0.5,0.57,0.55,0.55,0.41
0.48,0.53,0.52,0.52,0.39
