baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.44,0.4,0.39,0.46,0.45
0.46,0.44,0.43,0.48,0.43
0.46,0.44,0.43,0.49,0.43
0.48,0.47,0.46,0.53,0.45
0.5,0.51,0.5,0.54,0.45
0.5,0.51,0.46,0.53,0.47
0.52,0.54,0.5,0.55,0.47
0.52,0.54,0.5,0.54,0.49
0.54,0.58,0.54,0.57,0.49
0.54,0.58,0.54,0.58,0.49
0.54,0.58,0.54,0.58,0.49
0.54,0.58,0.54,0.59,0.49
0.52,0.54,0.5,0.55,0.49
0.52,0.54,0.5,0.55,0.49
0.5,0.51,0.46,0.52,0.47
0.48,0.47,0.44,0.49,0.45
0.48,0.47,0.43,0.48,0.43
0.48,0.47,0.43,0.47,0.43
0.48,0.47,0.43,0.47,0.41
0.5,0.51,0.46,0.5,0.41
0.5,0.51,0.46,0.5,0.43
0.52,0.54,0.5,0.53,0.43
0.52,0.54,0.5,0.52,0.43
0.52,0.54,0.5,0.52,0.45
0.54,0.58,0.51,0.54,0.45
0.52,0.54,0.47,0.51,0.45
0.52,0.54,0.47,0.5,0.43
0.54,0.58,0.51,0.53,0.45
0.56,0.61,0.55,0.57,0.47
0.54,0.58,0.51,0.54,0.49
0.56,0.61,0.55,0.56,0.49
0.58,0.65,0.58,0.59,0.51
0.6,0.68,0.62,0.63,0.53
0.62,0.72,0.65,0.65,0.55
0.6,0.68,0.62,0.63,0.55
0.6,0.68,0.62,0.62,0.53
0.6,0.68,0.6,0.61,0.51
0.58,0.65,0.55,0.57,0.49
0.58,0.65,0.55,0.56,0.47
0.6,0.68,0.6,0.6,0.47
0.6,0.68,0.6,0.6,0.49
0.6,0.68,0.6,0.62,0.47
0.6,0.68,0.58,0.61,0.49
0.6,0.68,0.58,0.59,0.49
0.6,0.68,0.58,0.59,0.49
0.6,0.68,0.58,0.59,0.49
0.6,0.68,0.58,0.57,0.49
0.6,0.68,0.58,0.57,0.51
0.62,0.72,0.6,0.6,0.49
0.64,0.75,0.65,0.64,0.51
0.64,0.75,0.65,0.64,0.51
0.64,0.75,0.65,0.65,0.51
0.66,0.79,0.69,0.69,0.53
0.66,0.79,0.69,0.69,0.55
0.66,0.79,0.69,0.7,0.53
0.64,0.75,0.69,0.69,0.53
0.62,0.72,0.68,0.67,0.51
0.64,0.75,0.7,0.69,0.49
0.64,0.75,0.71,0.7,0.49
0.64,0.75,0.71,0.71,0.51
0.64,0.75,0.73,0.72,0.51
0.66,0.79,0.73,0.73,0.53
0.66,0.79,0.75,0.75,0.55
0.66,0.79,0.75,0.74,0.57
0.68,0.82,0.77,0.76,0.57
0.7,0.86,0.77,0.78,0.59
0.68,0.82,0.76,0.76,0.59
0.66,0.79,0.75,0.74,0.61
0.66,0.79,0.75,0.74,0.59
0.66,0.79,0.76,0.75,0.61
0.64,0.75,0.73,0.71,0.61
