baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.46,0.5,0.52,0.52,0.49
0.44,0.47,0.5,0.5,0.47
0.44,0.47,0.5,0.5,0.45
0.46,0.5,0.52,0.51,0.45
0.46,0.5,0.52,0.52,0.45
0.44,0.47,0.48,0.48,0.45
0.46,0.5,0.5,0.5,0.43
0.46,0.5,0.5,0.49,0.43
0.46,0.5,0.5,0.49,0.43
0.48,0.53,0.52,0.51,0.45
0.48,0.53,0.52,0.51,0.45
0.46,0.5,0.48,0.47,0.45
0.46,0.5,0.48,0.47,0.43
0.44,0.47,0.47,0.45,0.43
0.42,0.44,0.43,0.42,0.41
0.4,0.4,0.4,0.39,0.39
0.42,0.44,0.43,0.42,0.39
0.42,0.44,0.43,0.42,0.39
0.4,0.4,0.4,0.39,0.39
0.38,0.37,0.37,0.37,0.37
0.38,0.37,0.36,0.36,0.37
0.36,0.34,0.33,0.33,0.35
0.36,0.34,0.33,0.33,0.33
0.34,0.31,0.3,0.3,0.33
0.34,0.31,0.3,0.3,0.31
0.34,0.31,0.3,0.31,0.31
0.34,0.31,0.27,0.28,0.31
0.34,0.31,0.27,0.28,0.29
0.34,0.31,0.27,0.28,0.29
0.32,0.27,0.23,0.25,0.29
0.3,0.24,0.2,0.23,0.27
0.32,0.27,0.24,0.26,0.27
0.32,0.27,0.24,0.26,0.27
0.3,0.24,0.2,0.23,0.27
0.28,0.21,0.17,0.19,0.25
0.26,0.18,0.15,0.18,0.24
0.26,0.18,0.15,0.18,0.22
0.26,0.18,0.15,0.18,0.22
0.26,0.18,0.15,0.18,0.2
0.28,0.21,0.19,0.21,0.22
0.3,0.24,0.19,0.22,0.22
0.3,0.24,0.21,0.23,0.24
0.28,0.21,0.18,0.2,0.22
0.28,0.21,0.19,0.2,0.2
0.3,0.24,0.21,0.22,0.2
0.3,0.24,0.21,0.22,0.2
0.3,0.24,0.2,0.22,0.22
0.28,0.21,0.17,0.19,0.2
0.28,0.21,0.16,0.17,0.18
0.3,0.24,0.17,0.18,0.16
0.3,0.24,0.17,0.18,0.16
0.32,0.27,0.18,0.19,0.14
0.32,0.27,0.18,0.19,0.14
0.32,0.27,0.19,0.19,0.14
0.32,0.27,0.19,0.19,0.14
0.32,0.27,0.18,0.19,0.14
0.32,0.27,0.21,0.23,0.16
0.34,0.31,0.22,0.23,0.16
0.34,0.31,0.22,0.23,0.16
0.32,0.27,0.21,0.22,0.16
0.32,0.27,0.21,0.22,0.14
0.32,0.27,0.21,0.22,0.14
0.32,0.27,0.21,0.22,0.14
0.34,0.31,0.25,0.26,0.16
0.36,0.34,0.26,0.28,0.16
0.38,0.37,0.28,0.29,0.16
0.36,0.34,0.24,0.25,0.18
0.38,0.37,0.25,0.27,0.18
0.4,0.4,0.27,0.29,0.2
0.4,0.4,0.27,0.29,0.22
0.4,0.4,0.29,0.31,0.24
0.4,0.4,0.3,0.31,0.22
0.4,0.4,0.31,0.31,0.22
0.4,0.4,0.31,0.31,0.24
0.4,0.4,0.32,0.32,0.24
0.4,0.4,0.3,0.32,0.24
0.38,0.37,0.29,0.3,0.24
0.38,0.37,0.29,0.3,0.24
0.38,0.37,0.29,0.29,0.24
0.38,0.37,0.29,0.3,0.24
0.38,0.37,0.3,0.3,0.24
0.36,0.34,0.27,0.27,0.24
0.38,0.37,0.31,0.31,0.24
0.4,0.4,0.31,0.32,0.25
0.42,0.44,0.36,0.36,0.27
0.42,0.44,0.36,0.36,0.27
0.42,0.44,0.36,0.36,0.27
0.42,0.44,0.37,0.37,0.27
0.42,0.44,0.37,0.37,0.27
0.42,0.44,0.36,0.35,0.27
0.4,0.4,0.36,0.34,0.27
0.38,0.37,0.33,0.3,0.27
0.4,0.4,0.34,0.31,0.27
0.4,0.4,0.34,0.31,0.27
0.38,0.37,0.32,0.29,0.27
0.38,0.37,0.31,0.29,0.27
0.36,0.34,0.28,0.25,0.27
0.38,0.37,0.29,0.27,0.25
0.36,0.34,0.29,0.25,0.25
0.34,0.31,0.26,0.24,0.25
0.34,0.31,0.26,0.24,0.25
0.34,0.31,0.28,0.27,0.27
0.34,0.31,0.28,0.26,0.27
0.32,0.27,0.26,0.24,0.27
0.32,0.27,0.26,0.24,0.27
0.34,0.31,0.3,0.28,0.29
0.34,0.31,0.29,0.27,0.29
0.34,0.31,0.3,0.3,0.29
0.34,0.31,0.31,0.3,0.29
0.34,0.31,0.31,0.3,0.29
0.36,0.34,0.35,0.34,0.31
0.36,0.34,0.35,0.34,0.31
0.38,0.37,0.37,0.36,0.31
0.36,0.34,0.34,0.32,0.31
0.34,0.31,0.33,0.31,0.29
0.32,0.27,0.3,0.29,0.29
0.32,0.27,0.3,0.29,0.29
0.32,0.27,0.32,0.31,0.29
