baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.48,0.53,0.55,0.57,0.49
0.48,0.53,0.55,0.57,0.49
0.49,0.55,0.56,0.58,0.49
0.49,0.55,0.56,0.58,0.49
0.49,0.55,0.56,0.58,0.5
0.49,0.55,0.56,0.58,0.49
0.5,0.56,0.58,0.59,0.49
0.51,0.58,0.6,0.61,0.5
0.5,0.56,0.58,0.59,0.5
0.5,0.56,0.58,0.59,0.5
0.51,0.58,0.61,0.6,0.5
0.5,0.56,0.59,0.59,0.5
0.5,0.56,0.59,0.58,0.49
0.5,0.56,0.59,0.58,0.49
0.49,0.55,0.57,0.57,0.49
0.5,0.56,0.59,0.59,0.49
0.49,0.55,0.57,0.57,0.49
0.49,0.55,0.56,0.57,0.48
0.48,0.53,0.55,0.56,0.48
0.47,0.52,0.53,0.54,0.47
0.47,0.52,0.52,0.53,0.47
0.48,0.53,0.54,0.54,0.47
0.49,0.55,0.56,0.55,0.48
0.5,0.56,0.57,0.56,0.49
0.49,0.55,0.56,0.55,0.49
0.49,0.55,0.56,0.54,0.48
0.48,0.53,0.54,0.53,0.47
0.48,0.53,0.54,0.52,0.47
0.47,0.52,0.52,0.51,0.46
0.48,0.53,0.53,0.52,0.45
0.47,0.52,0.52,0.51,0.45
0.47,0.52,0.52,0.5,0.44
0.48,0.53,0.53,0.52,0.45
0.47,0.52,0.51,0.5,0.45
0.48,0.53,0.52,0.52,0.45
0.48,0.53,0.52,0.52,0.45
0.48,0.53,0.52,0.52,0.46
0.48,0.53,0.52,0.51,0.47
0.48,0.53,0.52,0.51,0.47
0.47,0.52,0.51,0.5,0.46
0.47,0.52,0.51,0.5,0.45
0.48,0.53,0.52,0.51,0.46
0.49,0.55,0.54,0.52,0.47
0.5,0.56,0.56,0.54,0.48
0.49,0.55,0.54,0.52,0.49
0.5,0.56,0.56,0.53,0.49
0.5,0.56,0.54,0.53,0.5
0.49,0.55,0.52,0.51,0.5
0.5,0.56,0.54,0.53,0.5
0.5,0.56,0.54,0.53,0.5
0.49,0.55,0.52,0.52,0.5
0.48,0.53,0.52,0.5,0.5
0.49,0.55,0.53,0.52,0.5
0.5,0.56,0.55,0.53,0.5
0.51,0.58,0.56,0.54,0.5
0.51,0.58,0.56,0.54,0.51
0.52,0.6,0.58,0.56,0.51
0.52,0.6,0.58,0.56,0.51
0.52,0.6,0.59,0.55,0.51
0.53,0.61,0.61,0.57,0.52
0.54,0.63,0.62,0.58,0.52
0.53,0.61,0.61,0.57,0.52
0.53,0.61,0.61,0.57,0.51
0.53,0.61,0.61,0.58,0.52
0.52,0.6,0.59,0.56,0.51
0.52,0.6,0.59,0.56,0.51
0.53,0.61,0.6,0.57,0.5
0.54,0.63,0.62,0.58,0.51
0.54,0.63,0.62,0.58,0.52
0.53,0.61,0.6,0.58,0.51
0.52,0.6,0.59,0.56,0.5
0.52,0.6,0.59,0.56,0.5
0.52,0.6,0.59,0.57,0.5
0.52,0.6,0.58,0.56,0.5
0.53,0.61,0.6,0.58,0.5
0.54,0.63,0.62,0.59,0.5
0.53,0.61,0.61,0.58,0.5
0.53,0.61,0.61,0.58,0.5
0.53,0.61,0.61,0.58,0.5
0.52,0.6,0.59,0.57,0.51
0.52,0.6,0.59,0.57,0.51
0.53,0.61,0.61,0.58,0.51
0.54,0.63,0.62,0.6,0.52
0.54,0.63,0.62,0.6,0.53
0.53,0.61,0.61,0.58,0.52
0.52,0.6,0.59,0.57,0.51
0.52,0.6,0.6,0.58,0.5
0.51,0.58,0.59,0.57,0.51
0.52,0.6,0.6,0.59,0.51
0.52,0.6,0.6,0.58,0.51
0.53,0.61,0.62,0.6,0.52
0.53,0.61,0.63,0.6,0.53
0.52,0.6,0.61,0.59,0.52
0.53,0.61,0.62,0.6,0.51
0.53,0.61,0.62,0.6,0.52
0.53,0.61,0.64,0.6,0.52
0.52,0.6,0.63,0.59,0.52
0.52,0.6,0.63,0.59,0.52
0.51,0.58,0.61,0.57,0.51
0.51,0.58,0.62,0.58,0.5
0.51,0.58,0.64,0.58,0.5
0.5,0.56,0.62,0.57,0.5
0.49,0.55,0.6,0.55,0.5
0.49,0.55,0.6,0.55,0.5
0.49,0.55,0.59,0.55,0.5
0.5,0.56,0.6,0.57,0.5
0.5,0.56,0.62,0.57,0.5
0.49,0.55,0.6,0.55,0.5
0.49,0.55,0.6,0.55,0.5
0.48,0.53,0.58,0.53,0.5
0.48,0.53,0.58,0.53,0.5
0.48,0.53,0.57,0.53,0.49
0.47,0.52,0.56,0.52,0.49
0.48,0.53,0.58,0.54,0.5
0.49,0.55,0.58,0.55,0.5
0.49,0.55,0.58,0.55,0.5
0.49,0.55,0.58,0.54,0.5
0.5,0.56,0.6,0.56,0.51
0.51,0.58,0.62,0.58,0.52
0.52,0.6,0.64,0.6,0.53
0.51,0.58,0.63,0.59,0.53
0.51,0.58,0.63,0.59,0.53
0.51,0.58,0.64,0.6,0.53
0.5,0.56,0.63,0.59,0.52
0.51,0.58,0.65,0.61,0.52
0.51,0.58,0.66,0.61,0.53
0.51,0.58,0.66,0.61,0.53
0.51,0.58,0.66,0.61,0.54
0.52,0.6,0.66,0.63,0.54
0.52,0.6,0.67,0.63,0.55
0.52,0.6,0.67,0.63,0.55
0.53,0.61,0.68,0.64,0.56
0.52,0.6,0.66,0.63,0.56
0.52,0.6,0.67,0.63,0.55
0.51,0.58,0.65,0.61,0.55
0.52,0.6,0.67,0.63,0.55
0.52,0.6,0.68,0.63,0.55
0.51,0.58,0.67,0.62,0.54
0.5,0.56,0.64,0.6,0.53
0.51,0.58,0.65,0.62,0.53
0.52,0.6,0.67,0.64,0.53
0.51,0.58,0.67,0.62,0.53
0.51,0.58,0.66,0.62,0.52
0.51,0.58,0.66,0.62,0.52
0.51,0.58,0.66,0.62,0.51
0.5,0.56,0.65,0.62,0.5
0.5,0.56,0.65,0.62,0.5
0.51,0.58,0.67,0.63,0.5
0.51,0.58,0.67,0.63,0.5
0.52,0.6,0.68,0.64,0.5
0.53,0.61,0.7,0.66,0.51
0.53,0.61,0.69,0.65,0.51
0.53,0.61,0.69,0.65,0.51
0.53,0.61,0.69,0.66,0.51
0.52,0.6,0.68,0.65,0.51
0.51,0.58,0.66,0.63,0.5
0.5,0.56,0.65,0.61,0.5
0.51,0.58,0.67,0.63,0.5
0.52,0.6,0.68,0.64,0.5
0.52,0.6,0.67,0.64,0.51
0.52,0.6,0.67,0.64,0.51
0.53,0.61,0.68,0.65,0.52
0.53,0.61,0.68,0.65,0.52
0.53,0.61,0.68,0.65,0.52
0.53,0.61,0.68,0.65,0.51
0.52,0.6,0.67,0.64,0.51
0.51,0.58,0.66,0.63,0.51
0.5,0.56,0.63,0.61,0.51
0.49,0.55,0.62,0.59,0.5
0.49,0.55,0.61,0.58,0.5
0.49,0.55,0.6,0.58,0.5
0.49,0.55,0.6,0.58,0.51
0.5,0.56,0.6,0.58,0.5
0.49,0.55,0.6,0.58,0.51
0.49,0.55,0.6,0.58,0.52
0.49,0.55,0.6,0.58,0.52
0.49,0.55,0.59,0.57,0.51
0.49,0.55,0.58,0.57,0.51
0.5,0.56,0.6,0.59,0.51
0.51,0.58,0.61,0.6,0.52
0.5,0.56,0.59,0.58,0.51
0.49,0.55,0.58,0.56,0.51
0.48,0.53,0.56,0.55,0.5
0.48,0.53,0.57,0.55,0.5
0.49,0.55,0.58,0.57,0.5
0.5,0.56,0.6,0.59,0.51
0.51,0.58,0.61,0.6,0.52
0.52,0.6,0.62,0.61,0.53
0.51,0.58,0.61,0.6,0.52
0.51,0.58,0.61,0.6,0.51
0.5,0.56,0.59,0.58,0.51
0.5,0.56,0.59,0.59,0.51
0.51,0.58,0.61,0.6,0.51
0.5,0.56,0.59,0.59,0.51
0.51,0.58,0.61,0.6,0.52
0.52,0.6,0.62,0.61,0.51
0.53,0.61,0.64,0.62,0.52
0.52,0.6,0.62,0.61,0.53
0.52,0.6,0.62,0.61,0.52
0.52,0.6,0.62,0.6,0.52
0.53,0.61,0.63,0.61,0.52
0.54,0.63,0.64,0.62,0.53
0.54,0.63,0.65,0.62,0.53
0.54,0.63,0.65,0.62,0.53
0.54,0.63,0.64,0.62,0.52
0.54,0.63,0.65,0.62,0.53
