IBDD-CC,IBDD-ACC,IBDD-MS,IBDD-DyS,real_IBDD,baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline,IKS-CC,IKS-ACC,IKS-MS,IKS-DyS,real_IKS
0.23,0.2,0.2,0.23,0.2,0.35,0.31,0.29,0.27,0.2,0.34,0.3,0.3,0.28,0.2
0.23,0.2,0.2,0.23,0.2,0.35,0.31,0.29,0.27,0.2,0.34,0.3,0.3,0.28,0.2
0.24,0.22,0.22,0.25,0.21,0.36,0.33,0.31,0.29,0.21,0.35,0.32,0.32,0.3,0.21
0.24,0.22,0.22,0.25,0.21,0.35,0.31,0.3,0.28,0.21,0.34,0.3,0.31,0.29,0.21
0.24,0.22,0.22,0.25,0.21,0.34,0.3,0.3,0.28,0.21,0.33,0.28,0.3,0.28,0.21
0.24,0.22,0.22,0.25,0.21,0.35,0.31,0.31,0.28,0.21,0.34,0.3,0.31,0.3,0.21
0.23,0.2,0.2,0.24,0.21,0.34,0.3,0.29,0.27,0.21,0.33,0.28,0.3,0.28,0.21
0.23,0.2,0.2,0.24,0.2,0.34,0.3,0.29,0.27,0.2,0.33,0.28,0.3,0.28,0.2
0.22,0.18,0.19,0.22,0.2,0.33,0.28,0.27,0.25,0.2,0.32,0.27,0.28,0.27,0.2
0.23,0.2,0.2,0.23,0.2,0.34,0.3,0.29,0.27,0.2,0.33,0.28,0.3,0.28,0.2
0.23,0.2,0.2,0.23,0.2,0.34,0.3,0.28,0.27,0.2,0.33,0.28,0.3,0.28,0.2
0.23,0.2,0.2,0.23,0.2,0.34,0.3,0.27,0.27,0.2,0.33,0.28,0.29,0.28,0.2
0.24,0.22,0.22,0.24,0.2,0.35,0.31,0.28,0.28,0.2,0.34,0.3,0.3,0.29,0.2
0.23,0.2,0.2,0.22,0.2,0.34,0.3,0.27,0.25,0.2,0.33,0.28,0.28,0.27,0.2
0.23,0.2,0.2,0.21,0.19,0.34,0.3,0.27,0.25,0.19,0.33,0.28,0.28,0.26,0.19
0.23,0.2,0.2,0.21,0.19,0.34,0.3,0.27,0.24,0.19,0.33,0.28,0.28,0.26,0.19
0.23,0.2,0.2,0.21,0.18,0.34,0.3,0.25,0.24,0.18,0.33,0.28,0.27,0.26,0.18
0.23,0.2,0.2,0.21,0.18,0.34,0.3,0.25,0.23,0.18,0.33,0.28,0.27,0.26,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.25,0.22,0.18,0.33,0.28,0.26,0.24,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.24,0.22,0.18,0.33,0.28,0.25,0.24,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.24,0.22,0.18,0.33,0.28,0.25,0.24,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.24,0.22,0.18,0.33,0.28,0.25,0.24,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.25,0.22,0.18,0.33,0.28,0.26,0.24,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.25,0.22,0.18,0.33,0.28,0.25,0.24,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.24,0.22,0.18,0.33,0.28,0.25,0.24,0.18
0.22,0.18,0.17,0.19,0.18,0.34,0.3,0.25,0.22,0.18,0.34,0.3,0.26,0.25,0.18
0.21,0.17,0.17,0.18,0.18,0.34,0.3,0.25,0.22,0.18,0.34,0.3,0.26,0.25,0.18
0.21,0.17,0.14,0.17,0.18,0.34,0.3,0.25,0.21,0.18,0.34,0.3,0.26,0.24,0.18
0.21,0.17,0.14,0.18,0.17,0.34,0.3,0.25,0.21,0.17,0.34,0.3,0.26,0.24,0.17
0.21,0.17,0.14,0.16,0.17,0.34,0.3,0.25,0.19,0.17,0.34,0.3,0.26,0.22,0.17
0.21,0.17,0.14,0.16,0.16,0.34,0.3,0.25,0.19,0.16,0.34,0.3,0.26,0.22,0.16
0.21,0.17,0.12,0.15,0.17,0.34,0.3,0.25,0.19,0.17,0.34,0.3,0.25,0.21,0.17
0.21,0.17,0.12,0.15,0.16,0.35,0.31,0.27,0.19,0.16,0.35,0.32,0.25,0.22,0.16
0.21,0.17,0.12,0.15,0.16,0.35,0.31,0.27,0.19,0.16,0.35,0.32,0.27,0.22,0.16
0.21,0.17,0.12,0.15,0.16,0.34,0.3,0.27,0.19,0.16,0.34,0.3,0.25,0.21,0.16
0.21,0.17,0.12,0.15,0.16,0.34,0.3,0.27,0.19,0.16,0.34,0.3,0.25,0.21,0.16
0.2,0.15,0.12,0.14,0.16,0.34,0.3,0.27,0.19,0.16,0.34,0.3,0.25,0.21,0.16
0.21,0.17,0.12,0.15,0.15,0.34,0.3,0.28,0.19,0.15,0.34,0.3,0.25,0.21,0.15
0.21,0.17,0.12,0.15,0.15,0.33,0.28,0.26,0.17,0.15,0.33,0.28,0.25,0.2,0.15
0.21,0.17,0.12,0.15,0.15,0.34,0.3,0.27,0.17,0.15,0.34,0.3,0.25,0.2,0.15
0.21,0.17,0.12,0.15,0.15,0.33,0.28,0.25,0.16,0.15,0.33,0.28,0.24,0.2,0.15
0.21,0.17,0.12,0.15,0.15,0.33,0.28,0.25,0.16,0.15,0.33,0.28,0.24,0.2,0.15
0.21,0.17,0.12,0.15,0.15,0.33,0.28,0.25,0.17,0.15,0.33,0.28,0.25,0.2,0.15
0.21,0.17,0.12,0.15,0.15,0.33,0.28,0.26,0.17,0.15,0.33,0.28,0.25,0.2,0.15
0.2,0.15,0.12,0.14,0.16,0.34,0.3,0.28,0.18,0.16,0.34,0.3,0.26,0.21,0.16
0.2,0.15,0.12,0.14,0.15,0.33,0.28,0.28,0.18,0.15,0.33,0.28,0.26,0.2,0.15
0.21,0.17,0.13,0.14,0.15,0.34,0.3,0.28,0.18,0.15,0.34,0.3,0.28,0.21,0.15
0.22,0.18,0.13,0.15,0.15,0.35,0.31,0.29,0.18,0.15,0.34,0.3,0.28,0.21,0.15
0.23,0.2,0.14,0.15,0.15,0.36,0.33,0.29,0.19,0.15,0.35,0.32,0.3,0.22,0.15
0.22,0.18,0.13,0.13,0.15,0.35,0.31,0.28,0.18,0.15,0.34,0.3,0.28,0.21,0.15
0.21,0.17,0.12,0.12,0.14,0.35,0.31,0.27,0.18,0.14,0.34,0.3,0.27,0.21,0.14
0.22,0.18,0.15,0.15,0.14,0.36,0.33,0.28,0.21,0.14,0.35,0.32,0.28,0.23,0.14
0.21,0.17,0.14,0.13,0.15,0.35,0.31,0.27,0.2,0.15,0.34,0.3,0.26,0.21,0.15
0.21,0.17,0.14,0.13,0.14,0.35,0.31,0.27,0.19,0.14,0.34,0.3,0.26,0.21,0.14
0.21,0.17,0.14,0.13,0.14,0.34,0.3,0.26,0.19,0.14,0.34,0.3,0.24,0.21,0.14
0.22,0.18,0.14,0.14,0.14,0.35,0.31,0.28,0.21,0.14,0.35,0.32,0.26,0.22,0.14
0.22,0.18,0.15,0.14,0.15,0.35,0.31,0.29,0.21,0.15,0.35,0.32,0.28,0.22,0.15
0.22,0.18,0.15,0.14,0.15,0.35,0.31,0.29,0.21,0.15,0.35,0.32,0.28,0.22,0.15
0.21,0.17,0.13,0.13,0.15,0.34,0.3,0.28,0.19,0.15,0.34,0.3,0.27,0.21,0.15
0.21,0.17,0.13,0.13,0.15,0.34,0.3,0.28,0.19,0.15,0.34,0.3,0.27,0.21,0.15
0.21,0.17,0.14,0.13,0.16,0.34,0.3,0.28,0.2,0.16,0.34,0.3,0.27,0.21,0.16
0.21,0.17,0.14,0.13,0.16,0.34,0.3,0.28,0.19,0.16,0.34,0.3,0.26,0.21,0.16
0.21,0.17,0.14,0.13,0.16,0.34,0.3,0.28,0.19,0.16,0.34,0.3,0.26,0.21,0.16
0.2,0.15,0.12,0.12,0.16,0.33,0.28,0.25,0.19,0.16,0.33,0.28,0.24,0.21,0.16
0.2,0.15,0.12,0.12,0.15,0.32,0.26,0.24,0.17,0.15,0.32,0.27,0.23,0.2,0.15
0.2,0.15,0.12,0.12,0.15,0.32,0.26,0.23,0.17,0.15,0.32,0.27,0.22,0.2,0.15
0.2,0.15,0.12,0.12,0.15,0.32,0.26,0.23,0.17,0.15,0.32,0.27,0.22,0.2,0.15
0.2,0.15,0.12,0.12,0.15,0.32,0.26,0.21,0.17,0.15,0.32,0.27,0.2,0.19,0.15
0.19,0.13,0.1,0.1,0.15,0.31,0.25,0.2,0.14,0.15,0.31,0.25,0.19,0.17,0.15
0.2,0.15,0.12,0.12,0.15,0.32,0.26,0.22,0.17,0.15,0.32,0.27,0.2,0.19,0.15
0.2,0.15,0.12,0.12,0.16,0.31,0.25,0.2,0.16,0.16,0.31,0.25,0.19,0.18,0.16
0.19,0.13,0.1,0.1,0.16,0.3,0.23,0.18,0.14,0.16,0.3,0.23,0.17,0.16,0.16
0.2,0.15,0.12,0.12,0.16,0.31,0.25,0.21,0.16,0.16,0.31,0.25,0.2,0.18,0.16
0.16,0.1,0.12,0.15,0.17,0.31,0.25,0.21,0.16,0.17,0.31,0.25,0.2,0.18,0.17
0.16,0.1,0.12,0.15,0.17,0.31,0.25,0.19,0.16,0.17,0.31,0.25,0.19,0.18,0.17
0.17,0.12,0.14,0.16,0.17,0.31,0.25,0.19,0.16,0.17,0.31,0.25,0.19,0.18,0.17
0.17,0.12,0.14,0.16,0.17,0.31,0.25,0.2,0.16,0.17,0.32,0.27,0.2,0.18,0.17
0.17,0.12,0.14,0.16,0.17,0.31,0.25,0.2,0.16,0.17,0.32,0.27,0.19,0.18,0.17
0.17,0.12,0.14,0.16,0.17,0.31,0.25,0.2,0.16,0.17,0.32,0.27,0.19,0.18,0.17
0.18,0.14,0.15,0.18,0.18,0.31,0.25,0.21,0.18,0.18,0.32,0.27,0.2,0.2,0.18
0.19,0.16,0.17,0.2,0.19,0.32,0.26,0.22,0.21,0.19,0.33,0.28,0.22,0.22,0.19
0.19,0.16,0.17,0.2,0.19,0.31,0.25,0.22,0.2,0.19,0.32,0.27,0.21,0.21,0.19
0.19,0.16,0.17,0.2,0.19,0.31,0.25,0.21,0.2,0.19,0.32,0.27,0.21,0.21,0.19
0.19,0.16,0.17,0.2,0.19,0.3,0.23,0.21,0.19,0.19,0.31,0.25,0.21,0.21,0.19
0.18,0.14,0.16,0.2,0.19,0.31,0.25,0.21,0.2,0.19,0.32,0.27,0.21,0.21,0.19
0.18,0.14,0.16,0.19,0.18,0.31,0.25,0.21,0.2,0.18,0.32,0.27,0.21,0.21,0.18
0.19,0.16,0.17,0.2,0.19,0.32,0.26,0.22,0.2,0.19,0.33,0.28,0.22,0.22,0.19
0.19,0.16,0.17,0.2,0.19,0.32,0.26,0.22,0.2,0.19,0.33,0.28,0.22,0.22,0.19
0.19,0.16,0.17,0.2,0.19,0.31,0.25,0.22,0.2,0.19,0.32,0.27,0.22,0.22,0.19
0.19,0.16,0.17,0.2,0.19,0.3,0.23,0.2,0.19,0.19,0.31,0.25,0.21,0.21,0.19
0.19,0.16,0.17,0.2,0.19,0.29,0.21,0.2,0.18,0.19,0.31,0.25,0.2,0.2,0.19
0.19,0.16,0.17,0.2,0.19,0.29,0.21,0.2,0.18,0.19,0.31,0.25,0.2,0.2,0.19
0.19,0.16,0.17,0.2,0.19,0.29,0.21,0.19,0.18,0.19,0.31,0.25,0.2,0.2,0.19
0.2,0.17,0.19,0.22,0.2,0.3,0.23,0.21,0.2,0.2,0.32,0.27,0.22,0.22,0.2
0.2,0.17,0.19,0.22,0.2,0.3,0.23,0.21,0.2,0.2,0.32,0.27,0.22,0.22,0.2
0.21,0.19,0.2,0.22,0.2,0.31,0.25,0.22,0.21,0.2,0.33,0.28,0.23,0.23,0.2
0.2,0.18,0.18,0.23,0.2,0.31,0.25,0.23,0.21,0.2,0.33,0.28,0.23,0.23,0.2
0.2,0.18,0.18,0.23,0.2,0.31,0.25,0.22,0.21,0.2,0.33,0.28,0.23,0.23,0.2
0.2,0.18,0.18,0.23,0.2,0.3,0.23,0.21,0.2,0.2,0.32,0.27,0.21,0.22,0.2
0.2,0.18,0.18,0.23,0.2,0.3,0.23,0.21,0.2,0.2,0.32,0.27,0.21,0.22,0.2
0.2,0.18,0.18,0.23,0.2,0.3,0.23,0.21,0.2,0.2,0.32,0.27,0.22,0.22,0.2
0.2,0.18,0.18,0.23,0.2,0.3,0.23,0.21,0.2,0.2,0.32,0.27,0.22,0.22,0.2
0.19,0.16,0.17,0.21,0.2,0.29,0.21,0.19,0.18,0.2,0.31,0.25,0.2,0.2,0.2
0.19,0.16,0.17,0.21,0.19,0.29,0.21,0.2,0.18,0.19,0.31,0.25,0.2,0.2,0.19
0.19,0.16,0.17,0.21,0.19,0.29,0.21,0.2,0.18,0.19,0.31,0.25,0.2,0.2,0.19
0.2,0.18,0.18,0.22,0.2,0.29,0.21,0.2,0.19,0.2,0.31,0.25,0.21,0.22,0.2
0.2,0.18,0.18,0.22,0.2,0.29,0.21,0.21,0.19,0.2,0.31,0.25,0.21,0.22,0.2
0.2,0.18,0.18,0.22,0.2,0.29,0.21,0.21,0.19,0.2,0.31,0.25,0.21,0.22,0.2
0.2,0.18,0.18,0.22,0.2,0.29,0.21,0.21,0.19,0.2,0.31,0.25,0.21,0.22,0.2
0.19,0.16,0.17,0.21,0.2,0.28,0.2,0.2,0.17,0.2,0.3,0.23,0.2,0.2,0.2
0.19,0.16,0.17,0.21,0.19,0.29,0.21,0.22,0.19,0.19,0.31,0.25,0.21,0.21,0.19
0.2,0.18,0.18,0.22,0.19,0.3,0.23,0.24,0.2,0.19,0.32,0.27,0.22,0.22,0.19
0.2,0.18,0.18,0.22,0.19,0.29,0.21,0.22,0.2,0.19,0.31,0.25,0.22,0.21,0.19
0.2,0.18,0.18,0.22,0.19,0.29,0.21,0.23,0.2,0.19,0.31,0.25,0.22,0.21,0.19
0.2,0.18,0.18,0.23,0.19,0.29,0.21,0.23,0.2,0.19,0.31,0.25,0.22,0.21,0.19
0.19,0.16,0.17,0.2,0.19,0.28,0.2,0.21,0.18,0.19,0.3,0.23,0.2,0.19,0.19
0.19,0.16,0.17,0.2,0.18,0.29,0.21,0.23,0.19,0.18,0.31,0.25,0.22,0.2,0.18
0.19,0.16,0.17,0.2,0.18,0.29,0.21,0.23,0.19,0.18,0.31,0.25,0.23,0.2,0.18
0.2,0.18,0.18,0.22,0.19,0.29,0.21,0.23,0.2,0.19,0.31,0.25,0.23,0.22,0.19
0.19,0.16,0.17,0.22,0.19,0.29,0.21,0.23,0.21,0.19,0.31,0.25,0.23,0.22,0.19
0.19,0.16,0.17,0.21,0.18,0.29,0.21,0.23,0.21,0.18,0.31,0.25,0.24,0.22,0.18
0.19,0.16,0.17,0.21,0.18,0.29,0.21,0.23,0.21,0.18,0.31,0.25,0.24,0.22,0.18
0.19,0.16,0.17,0.21,0.18,0.3,0.23,0.25,0.21,0.18,0.31,0.25,0.25,0.22,0.18
0.19,0.16,0.17,0.21,0.18,0.3,0.23,0.25,0.21,0.18,0.31,0.25,0.25,0.22,0.18
0.2,0.18,0.18,0.22,0.19,0.31,0.25,0.26,0.23,0.19,0.32,0.27,0.27,0.24,0.19
0.2,0.18,0.18,0.23,0.19,0.31,0.25,0.25,0.23,0.19,0.31,0.25,0.25,0.23,0.19
0.2,0.18,0.18,0.23,0.19,0.31,0.25,0.25,0.23,0.19,0.31,0.25,0.25,0.23,0.19
0.2,0.18,0.18,0.23,0.2,0.31,0.25,0.25,0.23,0.2,0.31,0.25,0.25,0.24,0.2
0.2,0.18,0.18,0.23,0.19,0.31,0.25,0.25,0.23,0.19,0.31,0.25,0.25,0.24,0.19
0.2,0.18,0.18,0.23,0.19,0.3,0.23,0.24,0.22,0.19,0.3,0.23,0.24,0.23,0.19
0.2,0.18,0.18,0.23,0.19,0.3,0.23,0.24,0.22,0.19,0.3,0.23,0.25,0.23,0.19
0.19,0.16,0.17,0.21,0.19,0.3,0.23,0.24,0.22,0.19,0.3,0.23,0.25,0.23,0.19
0.19,0.16,0.17,0.21,0.19,0.29,0.21,0.23,0.22,0.19,0.29,0.22,0.23,0.22,0.19
0.2,0.18,0.18,0.22,0.19,0.3,0.23,0.24,0.23,0.19,0.3,0.23,0.25,0.23,0.19
0.21,0.2,0.2,0.24,0.2,0.31,0.25,0.26,0.25,0.2,0.31,0.25,0.27,0.25,0.2
0.21,0.2,0.2,0.24,0.2,0.31,0.25,0.26,0.25,0.2,0.31,0.25,0.26,0.25,0.2
0.22,0.21,0.22,0.26,0.21,0.32,0.26,0.28,0.27,0.21,0.32,0.27,0.28,0.27,0.21
0.22,0.21,0.22,0.26,0.21,0.31,0.25,0.27,0.26,0.21,0.31,0.25,0.27,0.26,0.21
0.22,0.21,0.22,0.25,0.21,0.31,0.25,0.27,0.26,0.21,0.31,0.25,0.27,0.25,0.21
0.23,0.23,0.23,0.27,0.22,0.31,0.25,0.29,0.27,0.22,0.31,0.25,0.28,0.27,0.22
0.23,0.23,0.23,0.27,0.22,0.31,0.25,0.29,0.27,0.22,0.31,0.25,0.29,0.27,0.22
0.24,0.25,0.25,0.29,0.23,0.32,0.26,0.31,0.29,0.23,0.32,0.27,0.31,0.29,0.23
0.24,0.25,0.25,0.29,0.24,0.32,0.26,0.31,0.29,0.24,0.32,0.27,0.3,0.29,0.24
0.24,0.25,0.25,0.29,0.24,0.32,0.26,0.31,0.29,0.24,0.32,0.27,0.3,0.29,0.24
0.24,0.25,0.25,0.29,0.25,0.32,0.26,0.3,0.29,0.25,0.32,0.27,0.29,0.28,0.25
0.24,0.25,0.25,0.29,0.24,0.32,0.26,0.3,0.29,0.24,0.32,0.27,0.29,0.28,0.24
0.24,0.25,0.25,0.29,0.24,0.31,0.25,0.29,0.28,0.24,0.31,0.25,0.28,0.27,0.24
0.24,0.25,0.25,0.29,0.24,0.3,0.23,0.29,0.28,0.24,0.31,0.25,0.28,0.27,0.24
0.24,0.25,0.25,0.3,0.24,0.29,0.21,0.29,0.27,0.24,0.3,0.23,0.26,0.27,0.24
0.24,0.25,0.25,0.3,0.24,0.29,0.21,0.29,0.27,0.24,0.3,0.23,0.27,0.27,0.24
0.25,0.26,0.27,0.31,0.25,0.3,0.23,0.31,0.29,0.25,0.31,0.25,0.29,0.28,0.25
0.25,0.26,0.27,0.3,0.26,0.3,0.23,0.29,0.28,0.26,0.31,0.25,0.28,0.27,0.26
0.24,0.25,0.25,0.3,0.25,0.3,0.23,0.3,0.28,0.25,0.31,0.25,0.29,0.27,0.25
0.24,0.25,0.26,0.3,0.24,0.31,0.25,0.3,0.29,0.24,0.31,0.25,0.3,0.27,0.24
0.24,0.25,0.26,0.3,0.24,0.31,0.25,0.29,0.29,0.24,0.31,0.25,0.29,0.27,0.24
0.24,0.25,0.25,0.29,0.24,0.3,0.23,0.28,0.27,0.24,0.3,0.23,0.28,0.26,0.24
0.23,0.23,0.23,0.28,0.24,0.3,0.23,0.28,0.27,0.24,0.3,0.23,0.27,0.26,0.24
0.23,0.23,0.25,0.28,0.24,0.31,0.25,0.28,0.28,0.24,0.31,0.25,0.28,0.26,0.24
0.23,0.23,0.25,0.28,0.24,0.31,0.25,0.28,0.27,0.24,0.31,0.25,0.27,0.26,0.24
0.22,0.21,0.23,0.27,0.25,0.31,0.25,0.28,0.28,0.25,0.31,0.25,0.28,0.26,0.25
0.22,0.21,0.23,0.27,0.25,0.32,0.26,0.29,0.28,0.25,0.32,0.27,0.28,0.27,0.25
0.22,0.21,0.23,0.27,0.24,0.32,0.26,0.28,0.28,0.24,0.32,0.27,0.28,0.27,0.24
0.24,0.28,0.28,0.29,0.24,0.32,0.26,0.28,0.28,0.24,0.32,0.27,0.27,0.27,0.24
0.25,0.29,0.29,0.31,0.25,0.33,0.28,0.3,0.29,0.25,0.33,0.28,0.29,0.28,0.25
0.26,0.31,0.31,0.32,0.26,0.34,0.3,0.32,0.31,0.26,0.34,0.3,0.31,0.3,0.26
0.26,0.31,0.31,0.32,0.26,0.34,0.3,0.31,0.31,0.26,0.34,0.3,0.31,0.3,0.26
0.26,0.31,0.31,0.32,0.27,0.34,0.3,0.32,0.32,0.27,0.34,0.3,0.31,0.3,0.27
0.26,0.31,0.31,0.32,0.27,0.34,0.3,0.32,0.32,0.27,0.34,0.3,0.31,0.3,0.27
0.26,0.31,0.31,0.32,0.27,0.34,0.3,0.32,0.31,0.27,0.34,0.3,0.31,0.3,0.27
0.25,0.29,0.29,0.3,0.27,0.33,0.28,0.3,0.29,0.27,0.33,0.28,0.3,0.28,0.27
0.24,0.28,0.28,0.29,0.26,0.33,0.28,0.3,0.3,0.26,0.33,0.28,0.3,0.28,0.26
0.24,0.28,0.28,0.29,0.25,0.33,0.28,0.3,0.3,0.25,0.33,0.28,0.3,0.28,0.25
0.23,0.26,0.26,0.28,0.25,0.32,0.26,0.28,0.28,0.25,0.32,0.27,0.28,0.26,0.25
0.22,0.24,0.24,0.27,0.24,0.31,0.25,0.27,0.27,0.24,0.31,0.25,0.27,0.26,0.24
0.22,0.24,0.24,0.27,0.23,0.3,0.23,0.27,0.26,0.23,0.3,0.23,0.27,0.25,0.23
0.22,0.24,0.24,0.27,0.23,0.29,0.21,0.26,0.26,0.23,0.3,0.23,0.26,0.25,0.23
0.22,0.24,0.24,0.27,0.23,0.29,0.21,0.25,0.25,0.23,0.29,0.22,0.26,0.24,0.23
0.22,0.24,0.24,0.27,0.23,0.29,0.21,0.26,0.25,0.23,0.29,0.22,0.26,0.24,0.23
0.22,0.24,0.25,0.27,0.23,0.3,0.23,0.26,0.26,0.23,0.29,0.22,0.27,0.25,0.23
0.21,0.22,0.23,0.26,0.23,0.29,0.21,0.25,0.24,0.23,0.28,0.2,0.25,0.23,0.23
0.2,0.21,0.21,0.24,0.22,0.28,0.2,0.23,0.22,0.22,0.27,0.18,0.23,0.21,0.22
0.2,0.21,0.21,0.24,0.21,0.28,0.2,0.23,0.22,0.21,0.27,0.18,0.23,0.21,0.21
0.2,0.21,0.21,0.23,0.21,0.28,0.2,0.23,0.22,0.21,0.27,0.18,0.23,0.21,0.21
0.2,0.21,0.21,0.23,0.21,0.28,0.2,0.23,0.22,0.21,0.27,0.18,0.23,0.21,0.21
0.2,0.21,0.21,0.23,0.22,0.27,0.18,0.23,0.22,0.22,0.26,0.17,0.23,0.21,0.22
0.21,0.22,0.23,0.25,0.22,0.28,0.2,0.24,0.23,0.22,0.27,0.18,0.24,0.22,0.22
0.21,0.22,0.22,0.24,0.22,0.28,0.2,0.23,0.22,0.22,0.27,0.18,0.23,0.21,0.22
0.22,0.24,0.24,0.25,0.21,0.29,0.21,0.25,0.24,0.21,0.28,0.2,0.25,0.22,0.21
0.22,0.24,0.24,0.26,0.21,0.3,0.23,0.26,0.24,0.21,0.29,0.22,0.25,0.23,0.21
0.22,0.24,0.24,0.25,0.21,0.3,0.23,0.26,0.24,0.21,0.29,0.22,0.25,0.23,0.21
0.22,0.24,0.24,0.25,0.21,0.3,0.23,0.25,0.24,0.21,0.28,0.2,0.24,0.22,0.21
0.23,0.26,0.26,0.27,0.22,0.31,0.25,0.27,0.26,0.22,0.29,0.22,0.27,0.24,0.22
0.24,0.28,0.28,0.28,0.23,0.32,0.26,0.29,0.27,0.23,0.3,0.23,0.28,0.25,0.23
0.23,0.26,0.26,0.26,0.23,0.31,0.25,0.27,0.25,0.23,0.29,0.22,0.26,0.23,0.23
0.23,0.26,0.26,0.26,0.22,0.31,0.25,0.27,0.25,0.22,0.29,0.22,0.26,0.23,0.22
0.23,0.26,0.26,0.26,0.23,0.3,0.23,0.26,0.25,0.23,0.28,0.2,0.26,0.23,0.23
0.23,0.26,0.26,0.26,0.23,0.31,0.25,0.27,0.25,0.23,0.29,0.22,0.26,0.23,0.23
0.23,0.26,0.26,0.26,0.23,0.31,0.25,0.27,0.25,0.23,0.29,0.22,0.26,0.23,0.23
0.23,0.26,0.26,0.27,0.23,0.31,0.25,0.27,0.25,0.23,0.29,0.22,0.26,0.23,0.23
0.23,0.26,0.26,0.26,0.23,0.31,0.25,0.27,0.25,0.23,0.29,0.22,0.26,0.24,0.23
0.23,0.26,0.26,0.26,0.23,0.31,0.25,0.27,0.25,0.23,0.29,0.22,0.26,0.23,0.23
0.23,0.26,0.26,0.27,0.23,0.31,0.25,0.27,0.25,0.23,0.23,0.28,0.28,0.27,0.23
0.23,0.26,0.26,0.27,0.23,0.31,0.25,0.28,0.25,0.23,0.23,0.28,0.28,0.27,0.23
0.23,0.26,0.26,0.27,0.23,0.32,0.26,0.28,0.26,0.23,0.23,0.28,0.28,0.27,0.23
0.23,0.26,0.26,0.27,0.23,0.32,0.26,0.28,0.26,0.23,0.23,0.28,0.28,0.27,0.23
0.23,0.26,0.26,0.27,0.24,0.32,0.26,0.28,0.26,0.24,0.23,0.28,0.28,0.27,0.24
0.23,0.26,0.26,0.27,0.23,0.32,0.26,0.28,0.26,0.23,0.23,0.28,0.28,0.27,0.23
0.23,0.26,0.26,0.27,0.24,0.33,0.28,0.29,0.27,0.24,0.23,0.28,0.28,0.28,0.24
0.23,0.26,0.26,0.27,0.24,0.33,0.28,0.29,0.27,0.24,0.23,0.28,0.28,0.28,0.24
0.23,0.26,0.26,0.27,0.24,0.33,0.28,0.29,0.26,0.24,0.23,0.28,0.28,0.28,0.24
0.24,0.28,0.28,0.28,0.25,0.33,0.28,0.29,0.26,0.25,0.24,0.29,0.28,0.29,0.25
0.24,0.28,0.28,0.28,0.25,0.32,0.26,0.28,0.25,0.25,0.24,0.29,0.28,0.29,0.25
0.25,0.29,0.28,0.29,0.25,0.33,0.28,0.29,0.26,0.25,0.25,0.31,0.29,0.3,0.25
0.25,0.29,0.28,0.29,0.25,0.33,0.28,0.29,0.26,0.25,0.25,0.31,0.29,0.3,0.25
0.25,0.29,0.28,0.29,0.25,0.32,0.26,0.27,0.25,0.25,0.25,0.31,0.29,0.3,0.25
0.25,0.29,0.28,0.29,0.25,0.32,0.26,0.28,0.25,0.25,0.25,0.31,0.29,0.3,0.25
0.26,0.31,0.29,0.3,0.26,0.32,0.26,0.28,0.25,0.26,0.25,0.31,0.3,0.3,0.26
0.26,0.31,0.29,0.3,0.26,0.32,0.26,0.28,0.25,0.26,0.25,0.31,0.3,0.3,0.26
0.25,0.29,0.26,0.28,0.26,0.31,0.25,0.26,0.23,0.26,0.24,0.29,0.28,0.29,0.26
0.25,0.29,0.26,0.29,0.25,0.32,0.26,0.26,0.23,0.25,0.24,0.29,0.28,0.29,0.25
0.25,0.29,0.26,0.28,0.25,0.32,0.26,0.26,0.23,0.25,0.24,0.29,0.28,0.29,0.25
0.26,0.31,0.27,0.29,0.25,0.33,0.28,0.27,0.24,0.25,0.24,0.29,0.28,0.29,0.25
0.26,0.31,0.27,0.29,0.25,0.32,0.26,0.26,0.24,0.25,0.24,0.29,0.28,0.29,0.25
0.26,0.31,0.27,0.29,0.25,0.32,0.26,0.26,0.24,0.25,0.24,0.29,0.28,0.29,0.25
0.26,0.31,0.26,0.28,0.25,0.32,0.26,0.26,0.24,0.25,0.24,0.29,0.27,0.29,0.25
0.27,0.33,0.27,0.29,0.24,0.33,0.28,0.28,0.25,0.24,0.25,0.31,0.28,0.3,0.24
0.28,0.34,0.28,0.3,0.25,0.34,0.3,0.29,0.26,0.25,0.26,0.33,0.28,0.3,0.25
0.27,0.33,0.26,0.28,0.25,0.33,0.28,0.28,0.24,0.25,0.25,0.31,0.25,0.28,0.25
0.27,0.33,0.26,0.28,0.24,0.33,0.28,0.28,0.24,0.24,0.25,0.31,0.25,0.28,0.24
0.27,0.33,0.26,0.28,0.24,0.33,0.28,0.28,0.23,0.24,0.25,0.31,0.25,0.28,0.24
0.27,0.33,0.26,0.28,0.24,0.33,0.28,0.27,0.23,0.24,0.25,0.31,0.25,0.28,0.24
