baseline_discrepances,dys_distances
0.018,0.11532134021003089
0.019,0.11028666590127024
0.022,0.10919521785475397
0.024,0.1076569522241501
0.029,0.0873235780221878
0.029,0.0873243121059804
0.031,0.08806690459338165
0.033,0.09308673278290588
0.034,0.08985064429802908
0.034,0.08985064429802908
0.034,0.08985064429802908
0.034,0.08985064429802908
0.033,0.08985064429802908
0.033,0.08675500080658466
0.033,0.0837927877119031
0.034,0.08096474951412974
0.035,0.08096474951412974
0.033,0.07990275148932582
0.033,0.07990275148932582
0.034,0.08250101198782106
0.033,0.07990275148932582
0.037,0.06736631963412676
0.038,0.07134431267129897
0.039,0.06812162731296688
0.04,0.06504319028613598
0.04,0.06210574592300631
0.04,0.06210574592300631
0.042,0.059308313970709146
0.042,0.059308313970709146
0.042,0.059308313970709146
0.041,0.056707303225257535
0.044,0.05865944311588194
0.044,0.05865944311588194
0.044,0.05599598083201004
0.044,0.05599598083201004
0.044,0.05599598083201004
0.05,0.05408942116829378
0.05,0.05120554011617586
0.05,0.04847629578047685
0.055,0.05126614171323644
0.06,0.05154197350646515
0.061,0.051590207073882496
0.062,0.051590207073882496
0.062,0.05391102695796893
0.062,0.051590207073882496
0.062,0.051590207073882496
0.063,0.051590207073882496
0.062,0.04954807649313865
0.065,0.05231920185182625
0.065,0.05141322750896273
0.065,0.05231920185182625
0.07,0.023186125031288817
0.069,0.04175488405660537
0.069,0.04882090508628431
0.068,0.05066315206767085
0.064,0.04635191497306644
0.065,0.03190073411527232
0.068,0.0451310943045987
0.071,0.058071612313065034
0.071,0.058071612313065034
0.073,0.04897486151750165
0.076,0.055859768561150235
0.081,0.059971239936055125
0.082,0.058780636781823686
0.082,0.058057618169168504
0.082,0.058057618169168504
0.082,0.058057618169168504
0.082,0.057754765763391135
0.082,0.058057618169168504
0.085,0.05500850003108545
0.085,0.055005720335928814
0.085,0.055005720335928814
0.082,0.04553459941120596
0.08,0.04896916343344925
0.08,0.04896916343344925
0.079,0.04896916343344925
0.079,0.04896916343344925
0.08,0.04896916343344925
0.081,0.04596078489916998
0.081,0.04596078489916998
0.082,0.04595592749883105
0.084,0.04294744834480735
0.083,0.0364666924854409
0.083,0.0364666924854409
0.083,0.0364666924854409
0.083,0.03859440997115447
0.086,0.038252557061891485
0.08,0.0397888460303451
0.08,0.0397888460303451
0.08,0.0397888460303451
0.079,0.0397888460303451
0.075,0.037931729900914035
0.075,0.037939373547947006
0.077,0.04559672307831935
0.077,0.04559672307831935
0.08,0.053507531854912256
0.08,0.053507531854912256
0.081,0.051099859893831166
0.082,0.049272042544903444
0.081,0.04551494466724838
0.083,0.049349242845849635
0.083,0.049349242845849635
0.079,0.04352125601789788
0.079,0.04352125601789788
0.076,0.034977160637878715
0.075,0.034977160637878715
0.076,0.03497118624493411
0.075,0.02988814667236879
0.07,0.023952665083440773
0.066,0.021703857544479902
0.066,0.022034173474692203
0.064,0.019704801308700448
0.061,0.03305582899032687
0.062,0.033067106769570496
0.062,0.031920003549166784
0.062,0.031920003549166784
0.065,0.03424597119983472
0.066,0.038107153292922656
0.066,0.03659829411473294
0.066,0.03659829411473294
0.063,0.0330544580908369
0.062,0.0330544580908369
0.063,0.0330544580908369
0.062,0.0330544580908369
0.061,0.0330544580908369
0.061,0.0330544580908369
0.061,0.0330544580908369
0.062,0.03422338984021387
0.062,0.035697291982817174
0.059,0.035658569304291274
0.06,0.03565905202922243
0.059,0.035678957734444995
0.059,0.019667179410684847
0.057,0.023718116988614986
0.058,0.023718116988614986
0.058,0.023718116988614986
0.057,0.023718116988614986
0.055,0.02288265313452388
0.055,0.024447742143797933
0.057,0.02562784295529844
0.059,0.021036894931110554
0.057,0.021660751919068615
0.057,0.02321856394125265
0.054,0.019938305459951188
0.053,0.025444765154853364
0.053,0.023662163587596294
0.049,0.03701086221472802
0.049,0.03701086221472802
0.05,0.03027961393403825
0.048,0.03027961393403825
0.045,0.02986554357204032
0.045,0.029165112811154924
0.046,0.02917364198368931
0.045,0.029165112811154924
0.045,0.028988562792770234
0.045,0.028988562792770234
0.047,0.029533768835306895
0.05,0.01915119355504371
0.05,0.01915119355504371
0.05,0.01915119355504371
0.049,0.01915119355504371
0.051,0.019252250680243138
0.05,0.019164856470419288
0.05,0.019164856470419288
0.044,0.02602942237798124
0.045,0.02750959069101406
0.047,0.03184049212199122
0.045,0.03036100532027234
0.043,0.03104842878129948
0.044,0.03104842878129948
0.045,0.03104842878129948
0.045,0.029757093637064403
0.045,0.03104842878129948
0.045,0.03036100532027234
0.046,0.03036100532027234
0.046,0.03036100532027234
0.049,0.03184049212199122
0.051,0.0350649347619015
0.05,0.0350649889729695
0.05,0.0350649889729695
0.05,0.03560899893711162
0.05,0.0350649889729695
0.056,0.034924242166818914
0.052,0.050588829068688564
0.053,0.05035174740345928
0.053,0.050397113729095715
0.053,0.050397113729095715
0.054,0.050397113729095715
0.054,0.050397113729095715
0.054,0.05035174740345928
0.052,0.04710338741609904
0.052,0.04570242667482595
0.053,0.04711102788262841
0.053,0.04768628271901566
0.055,0.05059748690983079
0.054,0.05059748690983079
0.054,0.05059748690983079
0.055,0.05114282077848813
0.057,0.057599949089135016
0.057,0.057599949089135016
0.058,0.05878656688467256
0.059,0.05878656688467256
0.06,0.055765930272426774
0.06,0.055765930272426774
0.06,0.05521110330249965
0.061,0.06082349538139508
0.062,0.06082349538139508
0.059,0.054476046449437175
0.064,0.0710223785793838
0.065,0.0710223785793838
0.065,0.07029271440174108
0.065,0.07029271440174108
0.063,0.06531913380736096
0.063,0.06531913380736096
0.063,0.06531913380736096
0.064,0.06461959704507073
0.063,0.060612953823037566
0.061,0.05791215646859424
0.063,0.061612182077961375
0.064,0.061616701499139434
0.064,0.061616701499139434
0.063,0.061616701499139434
0.063,0.061612182077961375
0.063,0.061612182077961375
0.067,0.06609688970573137
0.067,0.045520221252932494
0.067,0.045520221252932494
0.064,0.06352120865591715
0.061,0.06270557055906
0.061,0.06409998492641815
0.061,0.06578032511410065
0.068,0.06285653827235044
0.068,0.06285653827235044
0.061,0.0534885019420131
0.063,0.053956877272495624
0.065,0.05670132213241543
0.065,0.05670132213241543
0.064,0.05620004533598832
0.064,0.05620004533598832
0.063,0.05599177605369322
0.064,0.055987220663027124
0.065,0.05598784528378457
0.064,0.05340379510439757
0.061,0.053118653991471254
0.061,0.053372110968868805
0.06,0.05255749965032198
0.06,0.05255749965032198
0.061,0.05255749965032198
0.06,0.05255749965032198
0.059,0.05782571542160656
0.057,0.07995665773794347
0.056,0.07995665773794347
0.055,0.07825563936140256
0.053,0.08033999367089302
0.054,0.07664293425972646
0.059,0.08417252452871007
0.057,0.08658563885693261
0.056,0.08752255902471684
0.059,0.08545178106454282
0.049,0.08068107495054565
0.052,0.0683231529665255
0.052,0.06763602265965747
0.053,0.06713257226560976
0.052,0.06763602265965747
0.055,0.05437946986704112
0.056,0.05437946986704112
0.055,0.05345497531642071
0.058,0.05331999404283439
0.059,0.05468538020782117
0.055,0.054437683508159876
0.058,0.05416966294273075
0.058,0.05416966294273075
0.058,0.05416966294273075
0.058,0.05416966294273075
0.06,0.05434058326512564
0.056,0.04624012694404625
0.055,0.04624167686938654
0.059,0.03790017162330577
0.059,0.03790017162330577
0.062,0.020098033016272956
0.063,0.020098033016272956
0.064,0.02147888280421846
0.058,0.019393752851635387
0.058,0.01939471425176537
0.059,0.01939471425176537
0.06,0.023959124532011468
0.058,0.024669468525340313
0.06,0.024755949829504926
0.064,0.032307303334480834
0.064,0.032307303334480834
0.064,0.032826552840771864
0.063,0.032307303334480834
0.066,0.04097310343801997
0.067,0.040973003561968514
0.067,0.040973003561968514
0.068,0.04129963283363772
0.067,0.041299164745608755
0.068,0.041299164745608755
0.069,0.040973003561968514
0.068,0.040996721604360783
0.068,0.040996721604360783
0.069,0.040973003561968514
0.069,0.040996721604360783
0.069,0.040996721604360783
0.068,0.0413398924887937
0.066,0.04429137796400769
0.063,0.0405253211179439
0.066,0.04018149945907679
0.067,0.038997778111958314
0.066,0.038999287274313926
0.068,0.0405873345839231
0.065,0.05168213383325901
0.065,0.05168213383325901
0.066,0.05479198992392895
0.066,0.05479199277748543
0.063,0.0476967566601046
0.062,0.04769679236395742
0.062,0.04769679236395742
0.06,0.04462459713213017
0.058,0.04247125959392316
0.059,0.04247125959392316
0.059,0.023339085977776675
0.06,0.023339085977776675
0.06,0.023339085977776675
0.061,0.023339085977776675
0.059,0.023224867562923482
0.058,0.022497708792247943
0.058,0.022497708792247943
0.053,0.0307330960172071
0.055,0.0307330960172071
0.052,0.034001862778444
0.054,0.03075287842947866
0.055,0.030884115720070736
0.053,0.033107730984365806
0.054,0.03229813129048412
0.054,0.03229813129048412
0.054,0.03229813129048412
0.058,0.035224792754434624
0.061,0.042317989150377815
0.057,0.035224792754434624
0.064,0.03227300044074829
0.075,0.023826659925145807
0.078,0.03071657027743505
0.083,0.029930864285809582
0.088,0.040567835190541496
0.091,0.039428328690571265
0.104,0.03222747219830975
0.106,0.035754197980312805
0.106,0.035754197980312805
0.105,0.036058656732402564
0.111,0.04230527273054488
0.115,0.05108177880720867
0.114,0.05108177880720867
0.129,0.06206810494535439
0.135,0.07328261414429929
0.139,0.0875998792452795
0.14,0.09343217049601485
0.148,0.09434615129944218
0.152,0.10558683063060453
0.157,0.11880655555484816
0.158,0.11880655555484816
0.157,0.11527214116470785
0.158,0.11880655555484816
0.168,0.12991190595228094
0.173,0.14288781020368344
0.18,0.15822545461987997
0.19,0.18089607035662694
0.206,0.19295000990252648
