baseline_discrepances,dys_distances
0.029,0.05139552807532064
0.029,0.05090420958062926
0.029,0.05139552807532064
0.029,0.05090420958062926
0.029,0.05090420958062926
0.03,0.049894036409706466
0.03,0.04932271091729416
0.03,0.04876320107732712
0.031,0.048758435288735094
0.031,0.04821012444443031
0.039,0.04994861551485559
0.038,0.04994861551485559
0.038,0.04948902573659626
0.038,0.04948902573659626
0.038,0.04994861551485559
0.039,0.04994861551485559
0.04,0.04156012053417068
0.041,0.04156012053417068
0.04,0.040987782356054506
0.04,0.040987782356054506
0.042,0.03980604083438359
0.042,0.03980604083438359
0.042,0.03915687281412549
0.042,0.038520312831498815
0.045,0.03924820590200526
0.045,0.0385702644991944
0.045,0.0385702644991944
0.046,0.03857442241798338
0.045,0.03857442241798338
0.043,0.04671946310350235
0.043,0.04589327738936777
0.043,0.04589327738936777
0.044,0.0450782469180564
0.044,0.0450782469180564
0.044,0.04427370951750006
0.053,0.0450782469180564
0.053,0.0450782469180564
0.053,0.0450782469180564
0.053,0.04427370951750006
0.053,0.04427370951750006
0.053,0.04427399841250361
0.053,0.0450779577792
0.053,0.0450779577792
0.059,0.04511339847245607
0.059,0.04427530055485084
0.059,0.04427530055485084
0.059,0.04344860393500721
0.059,0.04344860393500721
0.059,0.04344860393500721
0.059,0.04344860393500721
0.061,0.027740934214325223
0.061,0.02744572447930459
0.062,0.02744572447930459
0.071,0.026754851003730356
0.071,0.026754851003730356
0.071,0.026754851003730356
0.07,0.027128231154848453
0.07,0.027128231154848453
0.07,0.027128231154848453
0.07,0.027128231154848453
0.07,0.027128231154848453
0.07,0.027128231154848453
0.077,0.026216066645115707
0.079,0.024506661303835116
0.079,0.023896618231455256
0.079,0.024506661303835116
0.079,0.023896618231455256
0.08,0.024507377266190684
0.089,0.025134419910462582
0.089,0.024507377266190684
0.086,0.028175747587306316
0.086,0.027437986977500602
0.086,0.027437986977500602
0.086,0.02671475296670418
0.086,0.02671475296670418
0.086,0.026006270018302368
0.094,0.02006552192852514
0.094,0.02006552192852514
0.094,0.020600920139294293
0.094,0.020600920139294293
0.093,0.022475929145156587
0.093,0.022475929145156587
0.093,0.022475929145156587
0.093,0.022475929145156587
0.091,0.0161671099049093
0.091,0.015943077047361504
0.091,0.015943077047361504
0.091,0.015943077047361504
0.091,0.015737143337179335
0.092,0.015737143337179335
0.092,0.015941478264143064
0.092,0.015737143337179335
0.094,0.016426795122278088
0.094,0.016520525586167664
0.094,0.016520525586167664
0.094,0.016520525586167664
0.094,0.016520525586167664
0.094,0.016426795122278088
0.095,0.016356008274805094
0.095,0.0163089612076621
0.095,0.01628616880131188
0.085,0.01628821262317753
0.091,0.020360446503662075
0.091,0.020360446503662075
0.091,0.020360446503662075
0.091,0.020360446503662075
0.09,0.02470474313885632
0.09,0.024629219835313524
0.091,0.02037414870208091
0.09,0.02037414870208091
0.09,0.02037414870208091
0.081,0.020360446503662075
0.081,0.02037414870208091
0.08,0.02037414870208091
0.081,0.02037414870208091
0.081,0.020360446503662075
0.08,0.020373145278679346
0.079,0.02215289100295511
0.079,0.02215289100295511
0.079,0.02215289100295511
0.079,0.02215289100295511
0.078,0.026659589718599434
0.079,0.024805038218429415
0.08,0.024805038218429415
0.08,0.02470402947223453
0.077,0.031116406193176342
0.077,0.030949565905755195
0.077,0.030949565905755195
0.077,0.031116406193176342
0.077,0.031116406193176342
0.076,0.03130767412281213
0.077,0.031116406193176342
0.078,0.026696771381615223
0.077,0.026696771381615223
0.077,0.026696771381615223
0.077,0.026696771381615223
0.068,0.02680082293555314
0.068,0.026931108385461266
0.068,0.026931108385461266
0.068,0.026931108385461266
0.069,0.02449269739184237
0.069,0.02449269739184237
0.069,0.024572495752203313
0.069,0.024572495752203313
0.063,0.02045015627911497
0.063,0.02045015627911497
0.065,0.019417821663242085
0.064,0.019417821663242085
0.064,0.019417821663242085
0.064,0.019705908800208966
0.064,0.019705908800208966
0.063,0.020668525760709863
0.062,0.02333380517085755
0.064,0.02066784585935143
0.054,0.020544253842808606
0.054,0.020449542184080228
0.054,0.020544253842808606
0.054,0.020544253842808606
0.054,0.020544253842808606
0.054,0.020544253842808606
0.054,0.020544253842808606
0.056,0.017837164575302777
0.056,0.017837164575302777
0.05,0.01836458519683567
0.05,0.01836267215800187
0.05,0.01836267215800187
0.05,0.018585496562331733
0.05,0.018585496562331733
0.05,0.018844234055835844
0.04,0.019135152037485836
0.04,0.019135152037485836
0.04,0.019135152037485836
0.04,0.019135152037485836
0.04,0.019135152037485836
0.041,0.017810089189250554
0.041,0.017810089189250554
0.042,0.017585710623745948
0.034,0.01563313029044843
0.034,0.015694458635626473
0.034,0.015792156828138407
0.034,0.015792156828138407
0.034,0.015792156828138407
0.034,0.015928195901210626
0.034,0.01610512178468002
0.034,0.015928195901210626
0.034,0.018496595910817332
0.034,0.018620507255328354
0.034,0.018620507255328354
0.033,0.018620507255328354
0.033,0.018620507255328354
0.033,0.018496595910817332
0.033,0.01840399506292599
0.033,0.01840399506292599
0.031,0.021534681684606042
0.031,0.021221356000460094
0.031,0.021534681684606042
0.031,0.021873662988220847
0.031,0.021873662988220847
0.031,0.021873662988220847
0.031,0.021873662988220847
0.031,0.021873662988220847
0.031,0.021873662988220847
0.031,0.021873662988220847
0.025,0.02239687744473394
0.025,0.022084713136008294
0.027,0.018927268518362725
0.027,0.018927268518362725
0.027,0.018927268518362725
0.028,0.019107254804009773
0.027,0.01889507186993171
0.027,0.018927268518362725
0.03,0.022463094848609477
0.03,0.022436973124740835
0.03,0.022463094848609477
0.033,0.024877743149200625
0.032,0.0247116796695636
0.033,0.0247116796695636
0.033,0.0247116796695636
0.033,0.0247116796695636
0.034,0.025269528901028418
0.034,0.025269528901028418
0.034,0.025269528901028418
0.034,0.025161423278098373
0.032,0.027358923727124014
0.032,0.0272182808730804
0.032,0.027358923727124014
0.032,0.027358923727124014
0.04,0.025269528901028418
0.04,0.025269528901028418
0.04,0.025269528901028418
0.041,0.029187808547192964
0.042,0.029187808547192964
0.043,0.030535312028518728
0.042,0.029185551900271806
0.042,0.029185551900271806
0.042,0.02897901405772703
0.043,0.030189098890951546
0.043,0.030189098890951546
0.043,0.030189098890951546
0.043,0.030189098890951546
0.042,0.030189098890951546
0.042,0.028808942269493154
0.042,0.028808942269493154
0.042,0.028808942269493154
0.043,0.028677100598011106
0.043,0.028808881936721348
0.043,0.028808881936721348
0.041,0.040516036479634594
0.041,0.040516036479634594
0.041,0.040516036479634594
0.041,0.040516036479634594
0.041,0.0405132997581672
0.043,0.041144181266376735
0.043,0.04114458822185674
0.042,0.04067956846298505
0.042,0.04067956846298505
0.043,0.04067956846298505
0.043,0.04067956846298505
0.043,0.04067956846298505
0.043,0.04049881525879149
0.043,0.04049881525879149
0.043,0.04067956846298505
0.04,0.03737022385084564
0.04,0.03737022385084564
0.04,0.03766238949182683
0.04,0.03768476633024573
0.04,0.03768476633024573
0.04,0.03800055307417465
0.04,0.038337837990799956
0.04,0.025563912214696376
0.04,0.025563912214696376
0.04,0.025563912214696376
0.04,0.02567520138216896
0.04,0.02567520138216896
0.04,0.02567520138216896
0.04,0.024815012616949735
0.04,0.02489223930061165
0.039,0.02483546483947339
0.039,0.024829767415063493
0.039,0.024829767415063493
0.04,0.019998407854921164
0.04,0.019882014622984633
0.04,0.019882014622984633
0.04,0.019882014622984633
0.04,0.019882014622984633
0.04,0.019998407854921164
0.039,0.020143853063647348
0.039,0.020319063347370103
0.039,0.020319063347370103
0.039,0.020319063347370103
0.04,0.010784909346014468
0.041,0.020306652740789608
0.041,0.020306652740789608
0.04,0.020306652740789608
0.041,0.020227704553046864
0.04,0.020227704553046864
0.041,0.0203058432933398
0.042,0.021341636314636998
0.043,0.022940451553147754
0.052,0.02700412313086952
0.051,0.02694801805805708
0.051,0.02694801805805708
0.051,0.02694801805805708
0.051,0.02694801805805708
0.052,0.02923371863041184
0.052,0.02923371863041184
0.05,0.025172584523599186
0.05,0.025273806034837885
0.05,0.025273806034837885
0.049,0.023071586305058765
0.049,0.023175449994808268
0.05,0.023071586305058765
0.047,0.0263303068568269
0.046,0.026113330960694035
0.048,0.02457238625333473
0.045,0.0215736196101182
0.046,0.021447537018630787
