baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline
0.49,0.54,0.56,0.59,0.49
0.49,0.54,0.56,0.58,0.49
0.49,0.54,0.56,0.59,0.49
0.49,0.54,0.56,0.59,0.49
0.51,0.57,0.6,0.61,0.49
0.53,0.61,0.63,0.64,0.51
0.53,0.61,0.63,0.62,0.49
0.55,0.64,0.66,0.66,0.51
0.57,0.67,0.69,0.68,0.53
0.57,0.67,0.69,0.68,0.55
0.57,0.67,0.69,0.68,0.55
0.59,0.7,0.72,0.7,0.57
0.57,0.67,0.69,0.67,0.57
0.59,0.7,0.7,0.69,0.59
0.57,0.67,0.67,0.67,0.57
0.57,0.67,0.67,0.67,0.57
0.57,0.67,0.67,0.66,0.57
0.59,0.7,0.7,0.69,0.59
0.61,0.73,0.74,0.72,0.61
0.59,0.7,0.7,0.69,0.59
0.59,0.7,0.7,0.7,0.59
0.57,0.67,0.67,0.67,0.57
0.55,0.64,0.64,0.64,0.55
0.57,0.67,0.67,0.66,0.55
0.57,0.67,0.67,0.66,0.55
0.57,0.67,0.68,0.66,0.55
0.59,0.7,0.71,0.69,0.57
0.59,0.7,0.71,0.68,0.57
0.61,0.73,0.73,0.72,0.59
0.63,0.77,0.76,0.74,0.59
0.61,0.73,0.72,0.71,0.59
0.61,0.73,0.72,0.71,0.59
0.61,0.73,0.72,0.71,0.59
0.63,0.77,0.74,0.73,0.61
0.63,0.77,0.72,0.72,0.61
0.63,0.77,0.72,0.72,0.61
0.63,0.77,0.73,0.73,0.61
0.65,0.8,0.76,0.75,0.63
0.65,0.8,0.77,0.76,0.63
0.65,0.8,0.77,0.76,0.65
0.65,0.8,0.77,0.76,0.65
0.67,0.83,0.8,0.8,0.67
0.67,0.83,0.8,0.81,0.67
0.67,0.83,0.8,0.8,0.67
0.69,0.86,0.84,0.84,0.69
0.69,0.86,0.83,0.83,0.71
0.69,0.86,0.86,0.85,0.73
0.69,0.86,0.86,0.84,0.73
0.69,0.86,0.86,0.84,0.73
0.69,0.86,0.85,0.84,0.73
0.71,0.89,0.88,0.87,0.75
0.69,0.86,0.85,0.84,0.73
0.69,0.86,0.85,0.83,0.73
0.69,0.86,0.85,0.84,0.73
0.69,0.86,0.87,0.85,0.75
0.69,0.86,0.86,0.84,0.75
