baseline_discrepances,dys_distances
0.1,0.2138654820350502
0.1,0.21346730661195396
0.099,0.213662518319364
0.099,0.2134247450315868
0.1,0.21149889212951412
0.1,0.2113146867098413
0.101,0.20895655015466652
0.101,0.20852747430550378
0.101,0.2077142498693178
0.102,0.2005616843157227
0.102,0.19787700945839817
0.102,0.19743606474148803
0.103,0.19855628196506203
0.104,0.19318467082767804
0.105,0.19143577842417872
0.105,0.19063956132614485
0.104,0.19089064512292866
0.105,0.1897039101969832
0.105,0.18934930278057527
0.105,0.18894069814558964
0.105,0.1881605325111231
0.106,0.18651910205297875
0.106,0.18219475648134226
0.107,0.1777689681367668
0.108,0.17733637274621764
0.108,0.1775104282345984
0.108,0.1779221588683819
0.107,0.1782194625804624
0.107,0.17891125811620728
0.108,0.17508250442467851
0.109,0.17354409042691663
0.11,0.17321164415116602
0.11,0.1732081160154464
0.11,0.17319510571710423
0.111,0.166492601876387
0.111,0.166492601876387
0.111,0.166492601876387
0.111,0.16543746569040133
0.111,0.16625498020844096
0.112,0.16528965176060315
0.112,0.16528965176060315
0.112,0.1654162028235554
0.113,0.16427654474294642
0.113,0.16448379827264797
0.113,0.1649016295125709
0.115,0.16510063856494583
0.115,0.16044192591144057
0.116,0.16088327213180553
0.115,0.1613534758381825
0.116,0.16025244347870987
0.116,0.15872549609568049
0.116,0.15747208860890413
0.117,0.15730379024014396
0.117,0.1565099790544321
0.118,0.15278201846601913
0.118,0.15014939479814207
0.118,0.14982957544518016
0.119,0.1485243996078447
0.119,0.1485243996078447
0.118,0.14832952574576372
0.12,0.14806306177252856
0.12,0.14698139158919477
0.121,0.14606998159739737
0.12,0.1465812673935628
0.12,0.1463738790118299
0.12,0.14560307295272024
0.12,0.14560307295272024
0.12,0.14605896673973823
0.121,0.1446908035510195
0.121,0.14347499424061633
0.122,0.14302020419593187
0.123,0.14014047701268054
0.123,0.13983330107464564
0.123,0.13983330107464564
0.124,0.1369414527901527
0.124,0.13664880296855986
0.124,0.1366468732627099
0.125,0.1355734665704688
0.125,0.13633266424927504
0.125,0.13529849517813047
0.125,0.13529849517813047
0.126,0.1336284608542285
0.127,0.1324271520274521
0.129,0.13299856766669566
0.128,0.1322142272001707
0.13,0.13299612607735312
0.13,0.13212578603885294
0.13,0.13232855005919358
0.13,0.13261764833748402
0.13,0.13308792822886673
0.131,0.13254576730391318
0.131,0.13192570023078276
0.132,0.1327162922401098
0.133,0.13185990944316067
0.134,0.1312922346875852
0.134,0.1313612446618629
0.135,0.13076350354133895
0.135,0.13048814912635834
0.135,0.13076350354133895
0.135,0.13197248110717227
0.136,0.13106623126139472
0.136,0.13184222563157574
0.136,0.13184222563157574
0.137,0.12591257367792083
0.137,0.1280141156768638
0.137,0.1280141156768638
0.137,0.12482434310267737
0.137,0.12699304111516324
0.137,0.126223542578044
0.138,0.1254035496603963
0.138,0.1254035496603963
0.138,0.12532134748874263
0.138,0.12455184310564109
0.138,0.12558036284875676
0.138,0.12480524310275735
0.138,0.12442814635494949
0.139,0.12366538041636435
0.139,0.12325793460066553
0.139,0.12248927573392138
0.14,0.11971068928341905
0.14,0.11971068928341905
0.141,0.11991358700944013
0.141,0.12011944665487768
0.141,0.12048553955791218
0.141,0.12074163900741552
0.141,0.12038111140565212
0.141,0.11921954868655632
0.141,0.11880030498169632
0.141,0.11879681284149929
0.143,0.11879681284149929
0.143,0.11791525103628349
0.144,0.11679258793753515
0.143,0.11716076689876435
0.145,0.11576953864552104
0.145,0.1146624937045353
0.147,0.11486427297085514
0.147,0.11486427297085514
0.148,0.11213752144502383
0.148,0.11213752144502383
0.149,0.10970825560554329
0.149,0.1084852857540226
0.151,0.1086714113596325
0.151,0.1079037711177946
0.151,0.10554502188716164
0.151,0.10535960754729791
0.151,0.10575261663018848
0.151,0.10575261663018848
0.151,0.10575261663018848
0.151,0.10616893190545987
0.151,0.10675900126075215
0.152,0.10652174853406508
0.152,0.10351214613980167
0.153,0.10266944869561367
0.153,0.10189016481398211
0.153,0.10154791585160937
0.153,0.10135952185205503
0.153,0.10167944967265101
0.153,0.10090381209501142
0.153,0.10090381209501142
0.152,0.100489071283641
0.153,0.09838650489655162
0.154,0.0988056632892239
0.154,0.0960542851895686
0.154,0.09605366690178094
0.155,0.09462021850595849
0.155,0.0952064208307598
0.155,0.09439367805679856
0.155,0.09439367805679856
0.157,0.09498721334471684
0.157,0.09576915343680673
0.157,0.09576902567525647
0.157,0.09576902567525647
0.157,0.0955995154402841
0.157,0.09559887435552474
0.157,0.09559815370535069
0.157,0.09540049329411442
0.157,0.09543577534629835
0.157,0.0952082663002794
0.156,0.09584766042003587
0.157,0.09584738443614232
0.157,0.09504457979178485
0.157,0.09490362602119892
0.157,0.0941191565197605
0.157,0.09441054627772681
0.158,0.09406390286529814
0.158,0.09452349564036087
0.158,0.09452349564036087
0.16,0.0946884903303766
0.16,0.09516613113137314
0.16,0.09596046884147245
0.16,0.09562760749775605
0.161,0.09476938480118571
0.162,0.09340302363403051
0.161,0.09344395201695835
0.162,0.09157011132635617
0.162,0.09125706443934856
0.162,0.0918884332820874
0.162,0.09110378572468392
0.163,0.08916063020418612
0.164,0.08763178816300653
0.165,0.08613683460098763
0.164,0.08706014823176889
0.164,0.08709509731171748
